https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume BTC,tradecount
1611187200000,2021-01-21 00:00:00,NEO/BTC,0.00073500,0.00073800,0.00073300,0.00073500,581.95000000,0.42780066,62
1611100800000,2021-01-20 00:00:00,NEO/BTC,0.00073300,0.00074200,0.00069500,0.00073400,301888.24000000,217.69752100,18123
1611014400000,2021-01-19 00:00:00,NEO/BTC,0.00074000,0.00077700,0.00070600,0.00073300,614589.22000000,455.18940559,29226
1610928000000,2021-01-18 00:00:00,NEO/BTC,0.00066500,0.00079200,0.00065500,0.00074000,914159.33000000,671.19117124,39766
1610841600000,2021-01-17 00:00:00,NEO/BTC,0.00065500,0.00069800,0.00063600,0.00066500,355575.76000000,233.31143065,16821
1610755200000,2021-01-16 00:00:00,NEO/BTC,0.00063800,0.00066400,0.00063200,0.00065500,279372.78000000,180.80821260,15374
1610668800000,2021-01-15 00:00:00,NEO/BTC,0.00059000,0.00067100,0.00058200,0.00063800,513922.70000000,325.21886767,23121
1610582400000,2021-01-14 00:00:00,NEO/BTC,0.00062100,0.00062100,0.00058000,0.00059000,277806.26000000,165.04695271,14704
1610496000000,2021-01-13 00:00:00,NEO/BTC,0.00065000,0.00065300,0.00060300,0.00062100,492174.33000000,311.90828794,21829
1610409600000,2021-01-12 00:00:00,NEO/BTC,0.00066900,0.00069300,0.00062900,0.00065000,428321.02000000,280.57744242,21094
1610323200000,2021-01-11 00:00:00,NEO/BTC,0.00065400,0.00073000,0.00059600,0.00066700,1633038.25000000,1091.13500105,69139
1610236800000,2021-01-10 00:00:00,NEO/BTC,0.00053300,0.00068900,0.00052700,0.00065400,1312513.01000000,777.66498785,47846
1610150400000,2021-01-09 00:00:00,NEO/BTC,0.00048700,0.00053400,0.00047600,0.00053200,443715.87000000,226.78373766,18947
1610064000000,2021-01-08 00:00:00,NEO/BTC,0.00053100,0.00054100,0.00047800,0.00048700,447292.25000000,225.63887509,19516
1609977600000,2021-01-07 00:00:00,NEO/BTC,0.00053200,0.00058200,0.00051100,0.00053000,951743.50000000,516.29241175,37702
1609891200000,2021-01-06 00:00:00,NEO/BTC,0.00049600,0.00058800,0.00048000,0.00053100,757166.37000000,404.99444804,27783
1609804800000,2021-01-05 00:00:00,NEO/BTC,0.00051100,0.00054900,0.00048300,0.00049800,501053.63000000,256.05893938,17871
1609718400000,2021-01-04 00:00:00,NEO/BTC,0.00048600,0.00053900,0.00048500,0.00051200,541403.87000000,276.12923475,23284
1609632000000,2021-01-03 00:00:00,NEO/BTC,0.00044800,0.00049000,0.00040400,0.00048600,474301.33000000,211.02901584,15617
1609545600000,2021-01-02 00:00:00,NEO/BTC,0.00049300,0.00050000,0.00043400,0.00044800,341238.23000000,157.41509187,10684
1609459200000,2021-01-01 00:00:00,NEO/BTC,0.00049300,0.00050600,0.00048900,0.00049200,183254.11000000,91.20441055,6157
1609372800000,2020-12-31 00:00:00,NEO/BTC,0.00050900,0.00051000,0.00048600,0.00049300,189471.66000000,94.47592946,7060
1609286400000,2020-12-30 00:00:00,NEO/BTC,0.00054900,0.00055200,0.00050400,0.00050900,195394.02000000,102.45135032,8759
1609200000000,2020-12-29 00:00:00,NEO/BTC,0.00057700,0.00059200,0.00054400,0.00055000,216549.30000000,121.41769746,9578
