https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1611100800000,2021-01-20 00:00:00,XRP/USDT,0.29395000,0.29824000,0.29011000,0.29779000,33491987.60000000,9868682.71173100,13774
1611097200000,2021-01-19 23:00:00,XRP/USDT,0.29989000,0.30047000,0.29300000,0.29396000,37739114.10000000,11178393.22346300,14650
1611093600000,2021-01-19 22:00:00,XRP/USDT,0.30299000,0.30385000,0.29882000,0.29984000,18755697.00000000,5649531.05970400,7978
1611090000000,2021-01-19 21:00:00,XRP/USDT,0.30415000,0.30440000,0.30162000,0.30300000,22312558.60000000,6758500.60687200,8473
1611086400000,2021-01-19 20:00:00,XRP/USDT,0.29977000,0.30570000,0.29807000,0.30414000,30311346.90000000,9151476.37485300,12317
1611082800000,2021-01-19 19:00:00,XRP/USDT,0.29676000,0.30208000,0.29550000,0.29978000,41007312.10000000,12273555.54058400,16218
1611079200000,2021-01-19 18:00:00,XRP/USDT,0.30483000,0.30483000,0.29561000,0.29674000,54436538.90000000,16289956.30188500,21813
1611075600000,2021-01-19 17:00:00,XRP/USDT,0.30527000,0.30641000,0.30233000,0.30475000,27357120.30000000,8313529.77144500,11756
1611072000000,2021-01-19 16:00:00,XRP/USDT,0.30793000,0.31071000,0.30422000,0.30530000,45301918.20000000,13924500.83556500,17442
1611068400000,2021-01-19 15:00:00,XRP/USDT,0.30277000,0.30840000,0.30090000,0.30792000,35280610.70000000,10748003.36446400,14124
1611064800000,2021-01-19 14:00:00,XRP/USDT,0.30717000,0.30777000,0.30228000,0.30280000,36332618.30000000,11050703.95416300,14592
1611061200000,2021-01-19 13:00:00,XRP/USDT,0.30424000,0.30940000,0.30423000,0.30721000,37705716.90000000,11555896.37091300,15660
1611057600000,2021-01-19 12:00:00,XRP/USDT,0.30216000,0.31164000,0.30101000,0.30424000,86256132.00000000,26385657.97682700,28968
1611054000000,2021-01-19 11:00:00,XRP/USDT,0.30140000,0.30325000,0.29801000,0.30203000,57843564.70000000,17410719.56272500,19970
1611050400000,2021-01-19 10:00:00,XRP/USDT,0.30456000,0.30665000,0.29550000,0.30147000,60407480.60000000,18174302.74218900,22604
1611046800000,2021-01-19 09:00:00,XRP/USDT,0.30716000,0.30976000,0.30383000,0.30452000,44153633.70000000,13575159.38398600,17565
1611043200000,2021-01-19 08:00:00,XRP/USDT,0.30629000,0.31028000,0.30300000,0.30739000,75714548.50000000,23241285.71826500,25801
1611039600000,2021-01-19 07:00:00,XRP/USDT,0.31011000,0.31263000,0.30084000,0.30635000,74335315.30000000,22808143.27652800,29148
1611036000000,2021-01-19 06:00:00,XRP/USDT,0.32091000,0.33000000,0.30592000,0.31016000,182512695.60000000,57734400.15893500,72749
1611032400000,2021-01-19 05:00:00,XRP/USDT,0.29011000,0.32200000,0.28954000,0.32091000,124169004.60000000,38121337.69601200,50351
1611028800000,2021-01-19 04:00:00,XRP/USDT,0.29117000,0.29251000,0.28827000,0.29010000,32898977.00000000,9559596.60571100,12816
1611025200000,2021-01-19 03:00:00,XRP/USDT,0.28839000,0.29471000,0.28720000,0.29111000,36960294.90000000,10744621.06093800,17461
1611021600000,2021-01-19 02:00:00,XRP/USDT,0.28949000,0.29094000,0.28700000,0.28849000,31180510.00000000,9017131.12680500,12445
1611018000000,2021-01-19 01:00:00,XRP/USDT,0.28562000,0.29231000,0.28544000,0.28940000,53604202.90000000,15529732.21191000,24634
1611014400000,2021-01-19 00:00:00,XRP/USDT,0.28529000,0.28743000,0.28396000,0.28557000,20456397.80000000,5833610.46378800,8173
1611010800000,2021-01-18 23:00:00,XRP/USDT,0.28340000,0.28638000,0.28211000,0.28528000,21144613.20000000,6012333.82651900,9049
1611007200000,2021-01-18 22:00:00,XRP/USDT,0.28204000,0.28374000,0.28204000,0.28338000,9979184.30000000,2826277.68121400,6266
1611003600000,2021-01-18 21:00:00,XRP/USDT,0.28167000,0.28300000,0.28093000,0.28204000,16129796.70000000,4549139.33908800,7487
1611000000000,2021-01-18 20:00:00,XRP/USDT,0.28176000,0.28335000,0.28079000,0.28167000,18308967.00000000,5166195.08047200,8641
1610996400000,2021-01-18 19:00:00,XRP/USDT,0.27908000,0.28292000,0.27871000,0.28176000,19590189.00000000,5503315.30181600,8454
1610992800000,2021-01-18 18:00:00,XRP/USDT,0.27892000,0.28006000,0.27836000,0.27905000,12345564.90000000,3446680.39486400,7114
1610989200000,2021-01-18 17:00:00,XRP/USDT,0.28191000,0.28251000,0.27776000,0.27889000,25946630.30000000,7251318.17896100,11798
1610985600000,2021-01-18 16:00:00,XRP/USDT,0.28411000,0.28660000,0.28100000,0.28190000,19564684.20000000,5537369.27819100,9959
1610982000000,2021-01-18 15:00:00,XRP/USDT,0.28408000,0.28546000,0.28267000,0.28411000,20907135.80000000,5942745.62939100,9210
1610978400000,2021-01-18 14:00:00,XRP/USDT,0.28441000,0.28691000,0.28136000,0.28407000,28422847.10000000,8080400.72475800,12729
1610974800000,2021-01-18 13:00:00,XRP/USDT,0.28565000,0.28660000,0.28410000,0.28448000,23919653.40000000,6824675.91545800,10477
1610971200000,2021-01-18 12:00:00,XRP/USDT,0.28409000,0.28875000,0.28394000,0.28550000,44055109.50000000,12614212.22895700,16893
1610967600000,2021-01-18 11:00:00,XRP/USDT,0.28300000,0.28478000,0.28019000,0.28408000,34077811.10000000,9622830.93809800,14689
1610964000000,2021-01-18 10:00:00,XRP/USDT,0.28800000,0.28874000,0.28245000,0.28301000,33553136.70000000,9559725.04369700,14377
1610960400000,2021-01-18 09:00:00,XRP/USDT,0.28319000,0.28800000,0.28260000,0.28800000,48684941.00000000,13877591.18084500,19243
1610956800000,2021-01-18 08:00:00,XRP/USDT,0.27770000,0.28530000,0.27700000,0.28318000,41675631.50000000,11734390.06398200,19686
1610953200000,2021-01-18 07:00:00,XRP/USDT,0.27395000,0.27847000,0.27361000,0.27770000,18505054.30000000,5126793.07855800,8111
1610949600000,2021-01-18 06:00:00,XRP/USDT,0.27463000,0.27513000,0.27316000,0.27393000,9085368.90000000,2491536.50478000,4864
1610946000000,2021-01-18 05:00:00,XRP/USDT,0.27328000,0.27535000,0.27261000,0.27463000,10395764.30000000,2849393.69027000,5427
1610942400000,2021-01-18 04:00:00,XRP/USDT,0.27299000,0.27449000,0.27200000,0.27345000,11013583.40000000,3010222.97856100,5331
1610938800000,2021-01-18 03:00:00,XRP/USDT,0.27486000,0.27546000,0.27144000,0.27295000,22424879.40000000,6125056.47559300,9571
1610935200000,2021-01-18 02:00:00,XRP/USDT,0.27802000,0.27841000,0.27384000,0.27483000,15845459.70000000,4383214.54426900,7500
