https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1609344000000,2020-12-30 16:00:00,XRP/USDT,0.23112000,0.23665000,0.22032000,0.22280000,153230925.30000000,34680558.52675300,63036
1609340400000,2020-12-30 15:00:00,XRP/USDT,0.22515000,0.23463000,0.22260000,0.23115000,133317935.20000000,30480574.99859000,58380
1609336800000,2020-12-30 14:00:00,XRP/USDT,0.21502000,0.23100000,0.21474000,0.22516000,135336719.40000000,30253068.33767200,54164
1609333200000,2020-12-30 13:00:00,XRP/USDT,0.21459000,0.21989000,0.21253000,0.21497000,75617914.10000000,16362995.30030900,28627
1609329600000,2020-12-30 12:00:00,XRP/USDT,0.21534000,0.21684000,0.20824000,0.21463000,84731621.30000000,17989014.83338400,33734
1609326000000,2020-12-30 11:00:00,XRP/USDT,0.21896000,0.21914000,0.21135000,0.21536000,91810652.00000000,19705983.82834500,40141
1609322400000,2020-12-30 10:00:00,XRP/USDT,0.21030000,0.22387000,0.20626000,0.21914000,127334100.40000000,27434358.96859800,53884
1609318800000,2020-12-30 09:00:00,XRP/USDT,0.20586000,0.21490000,0.20250000,0.21032000,113207062.70000000,23702947.60434600,50167
1609315200000,2020-12-30 08:00:00,XRP/USDT,0.20186000,0.20850000,0.20069000,0.20583000,85741737.80000000,17531319.88811600,35817
1609311600000,2020-12-30 07:00:00,XRP/USDT,0.20306000,0.20439000,0.19851000,0.20186000,71372719.60000000,14368556.64647900,32041
1609308000000,2020-12-30 06:00:00,XRP/USDT,0.20630000,0.20900000,0.19873000,0.20302000,117025722.60000000,23870264.41450600,53882
1609304400000,2020-12-30 05:00:00,XRP/USDT,0.19825000,0.21502000,0.19663000,0.20622000,119868726.00000000,24621847.10014700,51549
1609300800000,2020-12-30 04:00:00,XRP/USDT,0.20082000,0.20291000,0.19300000,0.19823000,92662568.70000000,18300916.07301900,36270
1609297200000,2020-12-30 03:00:00,XRP/USDT,0.20092000,0.20516000,0.19701000,0.20084000,90139056.10000000,18185400.09084300,39281
1609293600000,2020-12-30 02:00:00,XRP/USDT,0.21451000,0.21616000,0.19186000,0.20086000,231139951.50000000,46346676.10827500,89329
1609290000000,2020-12-30 01:00:00,XRP/USDT,0.22128000,0.22351000,0.21344000,0.21447000,78218645.40000000,17059189.00741500,31935
1609286400000,2020-12-30 00:00:00,XRP/USDT,0.22142000,0.22261000,0.21280000,0.22135000,92578490.10000000,20087852.43132100,36328
1609282800000,2020-12-29 23:00:00,XRP/USDT,0.21800000,0.22450000,0.21165000,0.22142000,116144423.10000000,25234379.29441700,48849
1609279200000,2020-12-29 22:00:00,XRP/USDT,0.21790000,0.23000000,0.21554000,0.21790000,108313453.90000000,24204112.03688600,47091
1609275600000,2020-12-29 21:00:00,XRP/USDT,0.21524000,0.22221000,0.21100000,0.21783000,132583185.00000000,28616906.32839800,53164
1609272000000,2020-12-29 20:00:00,XRP/USDT,0.22143000,0.22894000,0.20500000,0.21524000,300861795.40000000,64982194.95156400,102119
1609268400000,2020-12-29 19:00:00,XRP/USDT,0.23662000,0.25167000,0.21965000,0.22154000,266781543.90000000,63500767.36802300,97243
1609264800000,2020-12-29 18:00:00,XRP/USDT,0.23184000,0.24800000,0.22224000,0.23659000,376688430.70000000,88050339.40007300,126459
1609261200000,2020-12-29 17:00:00,XRP/USDT,0.18153000,0.24600000,0.17955000,0.23191000,546629269.00000000,117728660.99107300,182126
1609257600000,2020-12-29 16:00:00,XRP/USDT,0.17925000,0.18950000,0.17351000,0.18154000,250405528.80000000,45156111.88455500,91184
1609254000000,2020-12-29 15:00:00,XRP/USDT,0.19627000,0.19800000,0.17810000,0.17920000,223224230.00000000,41473513.97679500,88866
1609250400000,2020-12-29 14:00:00,XRP/USDT,0.19857000,0.20000000,0.19354000,0.19629000,92399115.10000000,18245494.06081800,43302
1609246800000,2020-12-29 13:00:00,XRP/USDT,0.19784000,0.20206000,0.19567000,0.19860000,106068315.30000000,21097491.24096400,54004
1609243200000,2020-12-29 12:00:00,XRP/USDT,0.20017000,0.20500000,0.19486000,0.19785000,126604803.60000000,25372588.46486000,62801
1609239600000,2020-12-29 11:00:00,XRP/USDT,0.21111000,0.21521000,0.18880000,0.20007000,314095085.90000000,62919752.30213100,122650
1609236000000,2020-12-29 10:00:00,XRP/USDT,0.21793000,0.22229000,0.20933000,0.21114000,98502092.30000000,21321861.79054800,47308
1609232400000,2020-12-29 09:00:00,XRP/USDT,0.22600000,0.22616000,0.21501000,0.21803000,132339394.50000000,29013764.54755600,68081
1609228800000,2020-12-29 08:00:00,XRP/USDT,0.22691000,0.22911000,0.22461000,0.22600000,57711113.40000000,13079669.24806300,27131
1609225200000,2020-12-29 07:00:00,XRP/USDT,0.22820000,0.23096000,0.22397000,0.22696000,64640113.60000000,14670306.23955300,29070
1609221600000,2020-12-29 06:00:00,XRP/USDT,0.22978000,0.23499000,0.22777000,0.22814000,84895890.70000000,19625798.53307600,34435
1609218000000,2020-12-29 05:00:00,XRP/USDT,0.22725000,0.23099000,0.22236000,0.22978000,74989118.30000000,17020957.15830400,36782
1609214400000,2020-12-29 04:00:00,XRP/USDT,0.22065000,0.23200000,0.22000000,0.22723000,112847480.90000000,25458032.88347600,56899
1609210800000,2020-12-29 03:00:00,XRP/USDT,0.23232000,0.23233000,0.22055000,0.22066000,135301434.60000000,30634758.78811500,86733
1609207200000,2020-12-29 02:00:00,XRP/USDT,0.23005000,0.24267000,0.22810000,0.23232000,106207288.00000000,25106176.02568100,61289
1609203600000,2020-12-29 01:00:00,XRP/USDT,0.22373000,0.23479000,0.22000000,0.23005000,171826276.40000000,39170372.52268900,81775
1609200000000,2020-12-29 00:00:00,XRP/USDT,0.24832000,0.24888000,0.22300000,0.22373000,215516926.80000000,50957365.37886500,86025
1609196400000,2020-12-28 23:00:00,XRP/USDT,0.24922000,0.25825000,0.23410000,0.24845000,238077730.90000000,58464802.38959600,104762
1609192800000,2020-12-28 22:00:00,XRP/USDT,0.27856000,0.28300000,0.23800000,0.24922000,287100981.30000000,73262166.92950400,113411
1609189200000,2020-12-28 21:00:00,XRP/USDT,0.28140000,0.28249000,0.27818000,0.27859000,31205502.00000000,8755378.34861100,11808
1609185600000,2020-12-28 20:00:00,XRP/USDT,0.28536000,0.28579000,0.27766000,0.28144000,48188595.00000000,13559703.73497500,18969
1609182000000,2020-12-28 19:00:00,XRP/USDT,0.28136000,0.28785000,0.28119000,0.28532000,46134555.50000000,13136132.54626400,32558
1609178400000,2020-12-28 18:00:00,XRP/USDT,0.28856000,0.29285000,0.27500000,0.28137000,85003260.80000000,24139981.99425800,40151
1609174800000,2020-12-28 17:00:00,XRP/USDT,0.28848000,0.29034000,0.28627000,0.28855000,24984562.40000000,7205886.29495900,11062
1609171200000,2020-12-28 16:00:00,XRP/USDT,0.28898000,0.29130000,0.28558000,0.28849000,54285805.70000000,15650443.58824200,20720
1609167600000,2020-12-28 15:00:00,XRP/USDT,0.29348000,0.29427000,0.28665000,0.28898000,42193234.00000000,12251894.37854900,17530
1609164000000,2020-12-28 14:00:00,XRP/USDT,0.29574000,0.29824000,0.29101000,0.29346000,33791390.20000000,9955503.40907000,13961
1609160400000,2020-12-28 13:00:00,XRP/USDT,0.29442000,0.29800000,0.29016000,0.29572000,40416338.00000000,11897251.58275800,17007
1609156800000,2020-12-28 12:00:00,XRP/USDT,0.29734000,0.29841000,0.29205000,0.29446000,44111078.80000000,13010112.52185200,18653
1609153200000,2020-12-28 11:00:00,XRP/USDT,0.29967000,0.30245000,0.29176000,0.29734000,56049707.20000000,16692974.93067300,25765
1609149600000,2020-12-28 10:00:00,XRP/USDT,0.29213000,0.31000000,0.28935000,0.29967000,149449655.60000000,44923230.19352800,60628
1609146000000,2020-12-28 09:00:00,XRP/USDT,0.28749000,0.30000000,0.28537000,0.29218000,70713970.10000000,20740204.51963800,28835
1609142400000,2020-12-28 08:00:00,XRP/USDT,0.28523000,0.28830000,0.28048000,0.28746000,45443935.50000000,12939095.73880200,17951
1609138800000,2020-12-28 07:00:00,XRP/USDT,0.28151000,0.28700000,0.28138000,0.28515000,42324223.10000000,12024636.06223500,15141
1609135200000,2020-12-28 06:00:00,XRP/USDT,0.28193000,0.28284000,0.27838000,0.28157000,24862564.80000000,6975604.09224600,9657
1609131600000,2020-12-28 05:00:00,XRP/USDT,0.28102000,0.28330000,0.28076000,0.28186000,19985157.30000000,5639682.01936500,8988
1609128000000,2020-12-28 04:00:00,XRP/USDT,0.28243000,0.28384000,0.28011000,0.28090000,26265771.00000000,7404637.29190300,10599
1609124400000,2020-12-28 03:00:00,XRP/USDT,0.28209000,0.28429000,0.27952000,0.28240000,25958077.40000000,7321881.08890200,12063
1609120800000,2020-12-28 02:00:00,XRP/USDT,0.28232000,0.28283000,0.27808000,0.28209000,40020393.70000000,11241816.52292300,14769
1609117200000,2020-12-28 01:00:00,XRP/USDT,0.28288000,0.28614000,0.28106000,0.28230000,29414513.20000000,8334085.02935000,13180
1609113600000,2020-12-28 00:00:00,XRP/USDT,0.28401000,0.28741000,0.28010000,0.28291000,41293298.70000000,11737295.87951400,16446
1609110000000,2020-12-27 23:00:00,XRP/USDT,0.28699000,0.29048000,0.28233000,0.28407000,28388700.20000000,8149358.09655000,14698
1609106400000,2020-12-27 22:00:00,XRP/USDT,0.28540000,0.28800000,0.28122000,0.28689000,19718392.70000000,5613331.76489200,12748
1609102800000,2020-12-27 21:00:00,XRP/USDT,0.28387000,0.28695000,0.27622000,0.28539000,57725497.20000000,16306583.27991400,29350
1609099200000,2020-12-27 20:00:00,XRP/USDT,0.29550000,0.29562000,0.28234000,0.28385000,69642667.10000000,20003268.49254100,31385
1609095600000,2020-12-27 19:00:00,XRP/USDT,0.29386000,0.29733000,0.29253000,0.29557000,29363631.90000000,8654812.63579000,11706
1609092000000,2020-12-27 18:00:00,XRP/USDT,0.29332000,0.29544000,0.29028000,0.29387000,34973037.50000000,10250472.17263800,13629
1609088400000,2020-12-27 17:00:00,XRP/USDT,0.29879000,0.29886000,0.29040000,0.29318000,61563796.20000000,18145844.52448100,28796
1609084800000,2020-12-27 16:00:00,XRP/USDT,0.29614000,0.31200000,0.28964000,0.29879000,154598299.30000000,46371693.53142500,72721
1609081200000,2020-12-27 15:00:00,XRP/USDT,0.28973000,0.30058000,0.28684000,0.29616000,100759388.00000000,29678197.36665300,45448
1609077600000,2020-12-27 14:00:00,XRP/USDT,0.28435000,0.30104000,0.28350000,0.28969000,124178486.10000000,36462938.16460600,59510
1609074000000,2020-12-27 13:00:00,XRP/USDT,0.28024000,0.28768000,0.27719000,0.28445000,63680711.70000000,17994573.91918300,29548
1609070400000,2020-12-27 12:00:00,XRP/USDT,0.27706000,0.28552000,0.26600000,0.28027000,117829641.40000000,32475383.98214100,58398
1609066800000,2020-12-27 11:00:00,XRP/USDT,0.29021000,0.29084000,0.27000000,0.27706000,133498092.90000000,37424589.82068300,63732
1609063200000,2020-12-27 10:00:00,XRP/USDT,0.29343000,0.29346000,0.28855000,0.29021000,32990305.20000000,9597063.30160300,15220
1609059600000,2020-12-27 09:00:00,XRP/USDT,0.28958000,0.29802000,0.28765000,0.29346000,50976040.20000000,14936648.02245000,24597
1609056000000,2020-12-27 08:00:00,XRP/USDT,0.29660000,0.29788000,0.28782000,0.28960000,49914428.40000000,14659962.64569800,23245
1609052400000,2020-12-27 07:00:00,XRP/USDT,0.30104000,0.30337000,0.29639000,0.29657000,34401017.60000000,10293890.31467400,13784
1609048800000,2020-12-27 06:00:00,XRP/USDT,0.29618000,0.30300000,0.29611000,0.30099000,51098280.20000000,15297425.42592300,20177
1609045200000,2020-12-27 05:00:00,XRP/USDT,0.29426000,0.30000000,0.29375000,0.29615000,25454078.60000000,7566514.50628100,11978
1609041600000,2020-12-27 04:00:00,XRP/USDT,0.29786000,0.29926000,0.29363000,0.29434000,26718269.00000000,7907454.83531400,12156
1609038000000,2020-12-27 03:00:00,XRP/USDT,0.29862000,0.30105000,0.29644000,0.29776000,29947100.80000000,8933911.09261000,14133
1609034400000,2020-12-27 02:00:00,XRP/USDT,0.29384000,0.30340000,0.29291000,0.29853000,50906361.30000000,15185416.55915900,22657
1609030800000,2020-12-27 01:00:00,XRP/USDT,0.29140000,0.29811000,0.29140000,0.29390000,42305485.20000000,12454859.77363400,20879
1609027200000,2020-12-27 00:00:00,XRP/USDT,0.29484000,0.29851000,0.29003000,0.29147000,62994123.30000000,18451539.45004600,24589
1609023600000,2020-12-26 23:00:00,XRP/USDT,0.29255000,0.30000000,0.29212000,0.29481000,35863088.10000000,10598404.01227400,19170
1609020000000,2020-12-26 22:00:00,XRP/USDT,0.30140000,0.30220000,0.28852000,0.29265000,55896736.30000000,16447396.34917900,25813
1609016400000,2020-12-26 21:00:00,XRP/USDT,0.30226000,0.30442000,0.29625000,0.30140000,50381351.10000000,15158706.37755200,21067
1609012800000,2020-12-26 20:00:00,XRP/USDT,0.29847000,0.30550000,0.29359000,0.30222000,57282621.30000000,17246124.24319600,23109
1609009200000,2020-12-26 19:00:00,XRP/USDT,0.30320000,0.30614000,0.29576000,0.29847000,45649977.10000000,13766896.41608900,19479
1609005600000,2020-12-26 18:00:00,XRP/USDT,0.30560000,0.30939000,0.30030000,0.30308000,54087998.80000000,16497981.08947700,20631
1609002000000,2020-12-26 17:00:00,XRP/USDT,0.31152000,0.31271000,0.30208000,0.30566000,85056281.40000000,26087932.63879300,48645
1608998400000,2020-12-26 16:00:00,XRP/USDT,0.29529000,0.32723000,0.28303000,0.31152000,258077505.00000000,79471708.46595700,121650
1608994800000,2020-12-26 15:00:00,XRP/USDT,0.30376000,0.30500000,0.29256000,0.29529000,86450982.20000000,25785008.52272900,41437
1608991200000,2020-12-26 14:00:00,XRP/USDT,0.30404000,0.30996000,0.29829000,0.30367000,85691421.40000000,26099110.46331800,35416
1608987600000,2020-12-26 13:00:00,XRP/USDT,0.30623000,0.30850000,0.30204000,0.30414000,47256075.30000000,14390972.98157200,21050
1608984000000,2020-12-26 12:00:00,XRP/USDT,0.30276000,0.30999000,0.30149000,0.30625000,76855067.00000000,23525469.43828500,37360
1608980400000,2020-12-26 11:00:00,XRP/USDT,0.29674000,0.30685000,0.29500000,0.30270000,77753314.10000000,23417810.25361200,39312
1608976800000,2020-12-26 10:00:00,XRP/USDT,0.30260000,0.30438000,0.28923000,0.29674000,83111266.40000000,24649590.16129800,39020
1608973200000,2020-12-26 09:00:00,XRP/USDT,0.30832000,0.31000000,0.29470000,0.30264000,83799804.20000000,25258984.50854500,38246
1608969600000,2020-12-26 08:00:00,XRP/USDT,0.30999000,0.31330000,0.30716000,0.30826000,46932760.10000000,14562686.80407300,20944
1608966000000,2020-12-26 07:00:00,XRP/USDT,0.31431000,0.31479000,0.30356000,0.30991000,47808794.70000000,14785269.95158300,20917
1608962400000,2020-12-26 06:00:00,XRP/USDT,0.31148000,0.31646000,0.31071000,0.31417000,31661248.80000000,9931995.86654900,14360
1608958800000,2020-12-26 05:00:00,XRP/USDT,0.30971000,0.31477000,0.30913000,0.31148000,30810288.70000000,9617251.35944000,15450
1608955200000,2020-12-26 04:00:00,XRP/USDT,0.31933000,0.32049000,0.30872000,0.30970000,47353392.80000000,14860066.51290100,24114
1608951600000,2020-12-26 03:00:00,XRP/USDT,0.30882000,0.32428000,0.30865000,0.31937000,69733610.50000000,22053951.65462100,34754
1608948000000,2020-12-26 02:00:00,XRP/USDT,0.30927000,0.31291000,0.30400000,0.30891000,60968055.10000000,18809789.22400400,31108
1608944400000,2020-12-26 01:00:00,XRP/USDT,0.31121000,0.31544000,0.30173000,0.30923000,89128797.10000000,27411845.03544600,44057
1608940800000,2020-12-26 00:00:00,XRP/USDT,0.31790000,0.32158000,0.30855000,0.31129000,78113561.20000000,24466257.46815700,39843
1608937200000,2020-12-25 23:00:00,XRP/USDT,0.30966000,0.32250000,0.30110000,0.31768000,119101941.40000000,37018441.93972700,57778
1608933600000,2020-12-25 22:00:00,XRP/USDT,0.32101000,0.32418000,0.30946000,0.30966000,51727367.90000000,16439735.07928100,30251
1608930000000,2020-12-25 21:00:00,XRP/USDT,0.32084000,0.32636000,0.30620000,0.32113000,104193390.30000000,32995781.27368100,48750
1608926400000,2020-12-25 20:00:00,XRP/USDT,0.34459000,0.34764000,0.31264000,0.32091000,210653585.20000000,68707519.44078800,109755
1608922800000,2020-12-25 19:00:00,XRP/USDT,0.31279000,0.34602000,0.30837000,0.34459000,174204852.90000000,56914856.60680600,76280
1608919200000,2020-12-25 18:00:00,XRP/USDT,0.31113000,0.32260000,0.30438000,0.31285000,232894232.00000000,73037683.14894500,94554
1608915600000,2020-12-25 17:00:00,XRP/USDT,0.30375000,0.31519000,0.27970000,0.31136000,420619667.60000000,124389325.13134200,153237
1608912000000,2020-12-25 16:00:00,XRP/USDT,0.35580000,0.37989000,0.29333000,0.30375000,367482765.40000000,122503956.04468500,144474
1608908400000,2020-12-25 15:00:00,XRP/USDT,0.35291000,0.36704000,0.35000000,0.35591000,120761739.70000000,43374552.85109500,66684
1608904800000,2020-12-25 14:00:00,XRP/USDT,0.38011000,0.38033000,0.34112000,0.35264000,132268134.50000000,47950887.46659500,69625
1608901200000,2020-12-25 13:00:00,XRP/USDT,0.36368000,0.38140000,0.36360000,0.38021000,80645702.20000000,30031367.81158900,60778
1608897600000,2020-12-25 12:00:00,XRP/USDT,0.38035000,0.38275000,0.36141000,0.36371000,103167622.40000000,38454039.63291600,57341
1608894000000,2020-12-25 11:00:00,XRP/USDT,0.35602000,0.38550000,0.35202000,0.38040000,170056748.30000000,63105825.20980200,85842
1608890400000,2020-12-25 10:00:00,XRP/USDT,0.35835000,0.36033000,0.35001000,0.35603000,74077716.60000000,26308233.13884400,41986
1608886800000,2020-12-25 09:00:00,XRP/USDT,0.34393000,0.36200000,0.34180000,0.35835000,78274705.40000000,27510262.05845300,40850
1608883200000,2020-12-25 08:00:00,XRP/USDT,0.34846000,0.35549000,0.34000000,0.34387000,78005537.10000000,27114873.09956500,41857
1608879600000,2020-12-25 07:00:00,XRP/USDT,0.33949000,0.35383000,0.33722000,0.34846000,96171763.00000000,33298086.00520200,54883
1608876000000,2020-12-25 06:00:00,XRP/USDT,0.33280000,0.34500000,0.32985000,0.33955000,65454709.10000000,22125367.23477500,30576
1608872400000,2020-12-25 05:00:00,XRP/USDT,0.33300000,0.33843000,0.32734000,0.33280000,51104472.00000000,16974888.01870200,26624
1608868800000,2020-12-25 04:00:00,XRP/USDT,0.33049000,0.33535000,0.32591000,0.33301000,46248323.10000000,15347915.58342500,29721
1608865200000,2020-12-25 03:00:00,XRP/USDT,0.34891000,0.34892000,0.32329000,0.33048000,75118520.40000000,24989352.12992800,43279
1608858000000,2020-12-25 01:00:00,XRP/USDT,0.33815000,0.35809000,0.33450000,0.34898000,135838077.40000000,47076011.33246600,68169
1608854400000,2020-12-25 00:00:00,XRP/USDT,0.33865000,0.35343000,0.32525000,0.33815000,354144430.10000000,119948227.73152100,118719
1608850800000,2020-12-24 23:00:00,XRP/USDT,0.32665000,0.37780000,0.31450000,0.33863000,582540125.60000000,201249800.03302500,197589
1608847200000,2020-12-24 22:00:00,XRP/USDT,0.27217000,0.32832000,0.26865000,0.32656000,275500050.10000000,81654046.88750300,128526
1608843600000,2020-12-24 21:00:00,XRP/USDT,0.26193000,0.27500000,0.26105000,0.27206000,77558415.30000000,20764997.89801900,38585
1608840000000,2020-12-24 20:00:00,XRP/USDT,0.25847000,0.26254000,0.25355000,0.26191000,66080087.30000000,17098928.83640300,26884
1608836400000,2020-12-24 19:00:00,XRP/USDT,0.25992000,0.26211000,0.25454000,0.25840000,51128253.10000000,13261077.38588800,20715
1608832800000,2020-12-24 18:00:00,XRP/USDT,0.26254000,0.26478000,0.25578000,0.25989000,67508560.50000000,17566762.58635600,31822
1608829200000,2020-12-24 17:00:00,XRP/USDT,0.25925000,0.26464000,0.24803000,0.26254000,138188647.50000000,35538303.39398400,65549
1608825600000,2020-12-24 16:00:00,XRP/USDT,0.27198000,0.27428000,0.25800000,0.25925000,120335875.70000000,32055288.85201100,62504
1608822000000,2020-12-24 15:00:00,XRP/USDT,0.26780000,0.27400000,0.26673000,0.27193000,89104888.40000000,24055591.90504000,39866
1608818400000,2020-12-24 14:00:00,XRP/USDT,0.28023000,0.28800000,0.26520000,0.26783000,136941366.30000000,37714148.80856600,65943
1608814800000,2020-12-24 13:00:00,XRP/USDT,0.27001000,0.28063000,0.26700000,0.28017000,114187866.50000000,31237878.37923100,53561
1608811200000,2020-12-24 12:00:00,XRP/USDT,0.27191000,0.28000000,0.26550000,0.27001000,125412298.10000000,33993013.31026900,58994
1608807600000,2020-12-24 11:00:00,XRP/USDT,0.26338000,0.27745000,0.25750000,0.27193000,127888784.70000000,34170355.33171200,63969
1608804000000,2020-12-24 10:00:00,XRP/USDT,0.27203000,0.27234000,0.26345000,0.26349000,90669792.10000000,24296944.75351100,43735
1608800400000,2020-12-24 09:00:00,XRP/USDT,0.27142000,0.28298000,0.26563000,0.27210000,124326421.70000000,33843328.27580400,75734
1608796800000,2020-12-24 08:00:00,XRP/USDT,0.26024000,0.27800000,0.25700000,0.27143000,132605279.40000000,35565479.47307100,64825
1608793200000,2020-12-24 07:00:00,XRP/USDT,0.25190000,0.26380000,0.24633000,0.26036000,187877825.30000000,47747984.48966500,86332
1608789600000,2020-12-24 06:00:00,XRP/USDT,0.26768000,0.27419000,0.24003000,0.25189000,229496587.00000000,58253117.57443400,95001
1608786000000,2020-12-24 05:00:00,XRP/USDT,0.27459000,0.27700000,0.26313000,0.26765000,149995921.50000000,40479529.96746600,60800
1608782400000,2020-12-24 04:00:00,XRP/USDT,0.27266000,0.27887000,0.26602000,0.27444000,105560648.80000000,28802888.53208400,52928
1608778800000,2020-12-24 03:00:00,XRP/USDT,0.27468000,0.27949000,0.26052000,0.27255000,149684227.60000000,40503698.42637600,65359
1608775200000,2020-12-24 02:00:00,XRP/USDT,0.30247000,0.30306000,0.27010000,0.27472000,197058900.90000000,56163198.99098100,76290
1608771600000,2020-12-24 01:00:00,XRP/USDT,0.27075000,0.30538000,0.26500000,0.30224000,241558505.20000000,67986226.88649600,91158
1608768000000,2020-12-24 00:00:00,XRP/USDT,0.26050000,0.27888000,0.25000000,0.27062000,240800906.10000000,64316305.99172400,79092
1608764400000,2020-12-23 23:00:00,XRP/USDT,0.25641000,0.27825000,0.25421000,0.26050000,296363849.80000000,79054951.94934400,91302
1608760800000,2020-12-23 22:00:00,XRP/USDT,0.25954000,0.27189000,0.21164000,0.25672000,439702058.20000000,108095134.47146300,146976
1608757200000,2020-12-23 21:00:00,XRP/USDT,0.27098000,0.28243000,0.25716000,0.25971000,221873961.10000000,59690470.27214500,88040
1608753600000,2020-12-23 20:00:00,XRP/USDT,0.31190000,0.31541000,0.25500000,0.27096000,274890071.20000000,78048384.91985800,116916
1608750000000,2020-12-23 19:00:00,XRP/USDT,0.31912000,0.31913000,0.30417000,0.31190000,96998381.40000000,30273499.32522200,57193
1608746400000,2020-12-23 18:00:00,XRP/USDT,0.31868000,0.32720000,0.31242000,0.31919000,113318257.70000000,36202279.19453100,64222
1608742800000,2020-12-23 17:00:00,XRP/USDT,0.29878000,0.32353000,0.29728000,0.31852000,157670192.10000000,49070311.82372100,85041
1608739200000,2020-12-23 16:00:00,XRP/USDT,0.31451000,0.32400000,0.29700000,0.29872000,193628931.00000000,60625835.25471500,96534
1608735600000,2020-12-23 15:00:00,XRP/USDT,0.33793000,0.34233000,0.31011000,0.31453000,156014056.10000000,50917001.36344700,85059
1608732000000,2020-12-23 14:00:00,XRP/USDT,0.34320000,0.34824000,0.32931000,0.33796000,145428778.20000000,49241785.25477300,68839
1608728400000,2020-12-23 13:00:00,XRP/USDT,0.36163000,0.37247000,0.33800000,0.34320000,209312269.80000000,74056257.24279600,92411
1608724800000,2020-12-23 12:00:00,XRP/USDT,0.32720000,0.36523000,0.32052000,0.36171000,248157447.30000000,84499395.23681200,110693
1608721200000,2020-12-23 11:00:00,XRP/USDT,0.31502000,0.33163000,0.30330000,0.32729000,264310366.10000000,83883784.84757600,117508
1608717600000,2020-12-23 10:00:00,XRP/USDT,0.35090000,0.35224000,0.30750000,0.31517000,304383230.40000000,99687481.35459400,135313
1608714000000,2020-12-23 09:00:00,XRP/USDT,0.35378000,0.37800000,0.33480000,0.35096000,192496921.00000000,67195676.16564100,102611
1608710400000,2020-12-23 08:00:00,XRP/USDT,0.35728000,0.36933000,0.35036000,0.35362000,119975130.30000000,43294192.81046000,69230
1608706800000,2020-12-23 07:00:00,XRP/USDT,0.37620000,0.37620000,0.35452000,0.35734000,129780884.90000000,47273845.52951200,91501
1608703200000,2020-12-23 06:00:00,XRP/USDT,0.36880000,0.38432000,0.36337000,0.37600000,149591994.60000000,55887044.29012800,79468
1608699600000,2020-12-23 05:00:00,XRP/USDT,0.38137000,0.38800000,0.34000000,0.36888000,335442306.80000000,121719317.75871500,163526
1608696000000,2020-12-23 04:00:00,XRP/USDT,0.41607000,0.41608000,0.37779000,0.38139000,166827495.60000000,65916299.32447800,106201
1608692400000,2020-12-23 03:00:00,XRP/USDT,0.40989000,0.42340000,0.40944000,0.41608000,48648739.60000000,20204408.60479500,34669
1608688800000,2020-12-23 02:00:00,XRP/USDT,0.41234000,0.41890000,0.40646000,0.40998000,67961994.30000000,28083355.77766200,52507
1608685200000,2020-12-23 01:00:00,XRP/USDT,0.43161000,0.43228000,0.40292000,0.41233000,116263412.40000000,48393811.80731300,75405
1608681600000,2020-12-23 00:00:00,XRP/USDT,0.44636000,0.44842000,0.42205000,0.43158000,104808157.50000000,45492792.54036100,66384
1608678000000,2020-12-22 23:00:00,XRP/USDT,0.43742000,0.45495000,0.43112000,0.44642000,88410856.30000000,39366053.64658100,52240
1608674400000,2020-12-22 22:00:00,XRP/USDT,0.42605000,0.44017000,0.41798000,0.43740000,101727887.40000000,43935996.63251900,72309
1608670800000,2020-12-22 21:00:00,XRP/USDT,0.45835000,0.45929000,0.40215000,0.42605000,213642761.30000000,91408143.27954500,106299
1608667200000,2020-12-22 20:00:00,XRP/USDT,0.47122000,0.48800000,0.45000000,0.45811000,101072557.80000000,47109727.60802800,60894
1608663600000,2020-12-22 19:00:00,XRP/USDT,0.46983000,0.47263000,0.46800000,0.47117000,17043657.60000000,8014191.81201000,11789
1608660000000,2020-12-22 18:00:00,XRP/USDT,0.47040000,0.47297000,0.46520000,0.46983000,23440658.00000000,11000509.27695200,14675
1608656400000,2020-12-22 17:00:00,XRP/USDT,0.47188000,0.47353000,0.46601000,0.47048000,30798704.70000000,14473420.34337300,20229
1608652800000,2020-12-22 16:00:00,XRP/USDT,0.48036000,0.48580000,0.46250000,0.47188000,66991977.00000000,31639395.43371500,43569
1608649200000,2020-12-22 15:00:00,XRP/USDT,0.48850000,0.49590000,0.47909000,0.48023000,40054484.00000000,19533833.05892400,24576
1608645600000,2020-12-22 14:00:00,XRP/USDT,0.48811000,0.49896000,0.48620000,0.48834000,48397925.00000000,23885214.39104800,30318
1608642000000,2020-12-22 13:00:00,XRP/USDT,0.48551000,0.49200000,0.47568000,0.48811000,51942482.30000000,25102463.70025600,33121
1608638400000,2020-12-22 12:00:00,XRP/USDT,0.48576000,0.49300000,0.48174000,0.48563000,47516953.70000000,23088716.36733700,30763
1608634800000,2020-12-22 11:00:00,XRP/USDT,0.46932000,0.49121000,0.46851000,0.48579000,71655844.50000000,34619379.32398100,44473
1608631200000,2020-12-22 10:00:00,XRP/USDT,0.46243000,0.47250000,0.45901000,0.46929000,51125874.60000000,23846966.81177600,32822
1608627600000,2020-12-22 09:00:00,XRP/USDT,0.46157000,0.46694000,0.45222000,0.46245000,50193906.30000000,23075461.84094800,30459
