https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,tradecount
1611050400000,2021-01-19 10:00:00,ADA/USDT,0.37412000,0.37653000,0.37073000,0.37342000,21581737.50000000,8073432.40498900,28653
1611046800000,2021-01-19 09:00:00,ADA/USDT,0.37871000,0.38041000,0.37400000,0.37417000,31188782.30000000,11773281.78643800,16950
1611043200000,2021-01-19 08:00:00,ADA/USDT,0.36963000,0.38299000,0.36931000,0.37859000,57335482.70000000,21653983.65780900,26989
1611039600000,2021-01-19 07:00:00,ADA/USDT,0.36644000,0.37100000,0.36630000,0.36962000,21269203.90000000,7850562.83068100,12174
1611036000000,2021-01-19 06:00:00,ADA/USDT,0.36483000,0.36912000,0.36471000,0.36648000,22670370.90000000,8312614.13444700,12892
1611032400000,2021-01-19 05:00:00,ADA/USDT,0.36652000,0.36739000,0.36262000,0.36477000,17147085.40000000,6263111.99187200,11359
1611028800000,2021-01-19 04:00:00,ADA/USDT,0.36344000,0.36825000,0.36343000,0.36641000,16950375.70000000,6202928.94768500,10209
1611025200000,2021-01-19 03:00:00,ADA/USDT,0.36417000,0.36749000,0.36200000,0.36349000,25045209.60000000,9141208.23887400,14992
1611021600000,2021-01-19 02:00:00,ADA/USDT,0.37049000,0.37183000,0.36372000,0.36412000,27333371.20000000,10032751.02040900,13966
1611018000000,2021-01-19 01:00:00,ADA/USDT,0.37271000,0.37437000,0.36526000,0.37037000,34558931.20000000,12782811.79570300,18288
1611014400000,2021-01-19 00:00:00,ADA/USDT,0.37132000,0.37653000,0.36991000,0.37261000,22641171.40000000,8450763.34653900,13835
1611010800000,2021-01-18 23:00:00,ADA/USDT,0.36774000,0.37200000,0.36766000,0.37123000,13043016.00000000,4829094.41242800,6709
1611007200000,2021-01-18 22:00:00,ADA/USDT,0.36940000,0.37251000,0.36755000,0.36782000,10288949.10000000,3807802.94074400,6314
1611003600000,2021-01-18 21:00:00,ADA/USDT,0.36648000,0.37082000,0.36640000,0.36940000,13121198.30000000,4845591.86380900,6905
1611000000000,2021-01-18 20:00:00,ADA/USDT,0.36817000,0.36832000,0.36585000,0.36647000,15258706.30000000,5599366.80159900,8397
1610996400000,2021-01-18 19:00:00,ADA/USDT,0.37071000,0.37147000,0.36733000,0.36817000,12920290.30000000,4764998.07947900,7503
1610992800000,2021-01-18 18:00:00,ADA/USDT,0.36728000,0.37177000,0.36685000,0.37066000,16028466.50000000,5922284.19859300,9301
1610989200000,2021-01-18 17:00:00,ADA/USDT,0.37406000,0.37599000,0.36675000,0.36722000,25286245.10000000,9368542.89274200,11594
1610985600000,2021-01-18 16:00:00,ADA/USDT,0.37573000,0.37819000,0.37230000,0.37416000,20830441.60000000,7822257.92246200,10715
1610982000000,2021-01-18 15:00:00,ADA/USDT,0.37300000,0.37867000,0.37102000,0.37573000,20976292.90000000,7851033.01344900,10412
1610978400000,2021-01-18 14:00:00,ADA/USDT,0.37042000,0.37710000,0.36828000,0.37300000,33765763.60000000,12593160.79678800,15491
1610974800000,2021-01-18 13:00:00,ADA/USDT,0.36751000,0.37209000,0.36718000,0.37036000,22338339.40000000,8272062.69325000,11254
1610971200000,2021-01-18 12:00:00,ADA/USDT,0.37199000,0.37761000,0.36739000,0.36750000,39247006.30000000,14636520.64811200,17378
1610967600000,2021-01-18 11:00:00,ADA/USDT,0.37032000,0.37300000,0.36413000,0.37208000,38199401.60000000,14045683.46749700,17253
1610964000000,2021-01-18 10:00:00,ADA/USDT,0.37711000,0.37715000,0.37010000,0.37032000,26696555.70000000,9942398.79303500,12460
1610960400000,2021-01-18 09:00:00,ADA/USDT,0.37814000,0.37880000,0.37421000,0.37705000,20162416.70000000,7593841.02717400,10405
1610956800000,2021-01-18 08:00:00,ADA/USDT,0.38206000,0.38237000,0.37579000,0.37805000,22235504.10000000,8430748.12272000,12454
1610953200000,2021-01-18 07:00:00,ADA/USDT,0.37279000,0.38300000,0.37171000,0.38185000,30320046.60000000,11486265.57254900,16691
1610949600000,2021-01-18 06:00:00,ADA/USDT,0.37782000,0.37897000,0.37237000,0.37289000,20698332.60000000,7784459.30474400,12843
1610946000000,2021-01-18 05:00:00,ADA/USDT,0.37375000,0.37991000,0.36946000,0.37782000,26888816.70000000,10088508.59235500,16031
1610942400000,2021-01-18 04:00:00,ADA/USDT,0.37201000,0.37735000,0.37085000,0.37388000,30298454.00000000,11328469.76627600,22559
1610938800000,2021-01-18 03:00:00,ADA/USDT,0.38594000,0.38759000,0.36676000,0.37203000,68278882.00000000,25696112.49912200,34173
1610935200000,2021-01-18 02:00:00,ADA/USDT,0.38849000,0.39480000,0.38278000,0.38594000,29726483.80000000,11587177.01458200,17052
1610931600000,2021-01-18 01:00:00,ADA/USDT,0.39068000,0.39161000,0.38438000,0.38848000,31912410.50000000,12403026.02636800,22457
1610928000000,2021-01-18 00:00:00,ADA/USDT,0.38077000,0.39724000,0.38018000,0.39068000,48263450.70000000,18849555.99828200,29351
1610924400000,2021-01-17 23:00:00,ADA/USDT,0.38539000,0.38946000,0.37732000,0.38081000,35515579.70000000,13662541.33829500,18332
1610920800000,2021-01-17 22:00:00,ADA/USDT,0.38358000,0.39740000,0.38150000,0.38547000,76713524.82000000,29957269.38647380,37293
1610917200000,2021-01-17 21:00:00,ADA/USDT,0.38521000,0.38716000,0.37814000,0.38361000,36518694.50000000,13977431.25832200,20608
1610913600000,2021-01-17 20:00:00,ADA/USDT,0.37187000,0.38768000,0.37187000,0.38515000,57326053.20000000,21898587.40926300,26939
1610910000000,2021-01-17 19:00:00,ADA/USDT,0.37931000,0.38234000,0.36930000,0.37185000,34734874.00000000,13080486.21552700,19087
1610906400000,2021-01-17 18:00:00,ADA/USDT,0.37314000,0.38150000,0.37167000,0.37931000,28707025.10000000,10820991.83457200,17015
1610902800000,2021-01-17 17:00:00,ADA/USDT,0.37913000,0.38204000,0.36951000,0.37300000,41565180.40000000,15618230.12743400,21420
1610899200000,2021-01-17 16:00:00,ADA/USDT,0.38477000,0.38664000,0.37467000,0.37913000,58954326.10000000,22416137.21984900,29605
1610895600000,2021-01-17 15:00:00,ADA/USDT,0.36518000,0.38897000,0.36483000,0.38478000,77587156.80000000,29405975.64076400,35450
1610892000000,2021-01-17 14:00:00,ADA/USDT,0.36301000,0.37037000,0.36052000,0.36510000,36682161.30000000,13404430.28475600,21702
1610888400000,2021-01-17 13:00:00,ADA/USDT,0.36907000,0.37480000,0.36011000,0.36314000,45209166.60000000,16643817.20789500,24372
1610884800000,2021-01-17 12:00:00,ADA/USDT,0.37640000,0.37866000,0.36594000,0.36904000,51432304.80000000,19177939.24839500,29342
1610881200000,2021-01-17 11:00:00,ADA/USDT,0.36359000,0.37853000,0.36275000,0.37639000,66585665.40000000,24664427.15652800,33020
1610877600000,2021-01-17 10:00:00,ADA/USDT,0.35636000,0.36880000,0.34895000,0.36373000,66075872.30000000,23874928.57169700,29585
