https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,tradecount
1609279200000,2020-12-29 22:00:00,ADA/USDT,0.18601000,0.18842000,0.18462000,0.18717000,23849743.00000000,4456833.19325700,8121
1609275600000,2020-12-29 21:00:00,ADA/USDT,0.18345000,0.18759000,0.18345000,0.18602000,29914460.30000000,5563514.72344200,9177
1609272000000,2020-12-29 20:00:00,ADA/USDT,0.18750000,0.18760000,0.18159000,0.18344000,39658527.20000000,7306733.01343200,10632
1609268400000,2020-12-29 19:00:00,ADA/USDT,0.18501000,0.18800000,0.18496000,0.18750000,33882475.60000000,6327073.98376700,9696
1609264800000,2020-12-29 18:00:00,ADA/USDT,0.18252000,0.18669000,0.18140000,0.18503000,43568343.80000000,7990884.35180400,11409
1609261200000,2020-12-29 17:00:00,ADA/USDT,0.18445000,0.18513000,0.18001000,0.18254000,60253586.20000000,11007426.35475500,14922
1609257600000,2020-12-29 16:00:00,ADA/USDT,0.18585000,0.18617000,0.18026000,0.18445000,81167145.40000000,14853821.60741600,24910
1609254000000,2020-12-29 15:00:00,ADA/USDT,0.18960000,0.19201000,0.18531000,0.18587000,83886718.60000000,15810723.83027300,37113
1609250400000,2020-12-29 14:00:00,ADA/USDT,0.19386000,0.19500000,0.18754000,0.18974000,64516730.80000000,12354082.07334500,18671
1609246800000,2020-12-29 13:00:00,ADA/USDT,0.19610000,0.19725000,0.19155000,0.19393000,73090216.70000000,14195230.40960100,24775
1609243200000,2020-12-29 12:00:00,ADA/USDT,0.18597000,0.19623000,0.18526000,0.19610000,81920738.40000000,15638785.01220900,22774
1609239600000,2020-12-29 11:00:00,ADA/USDT,0.18569000,0.18870000,0.18194000,0.18579000,52700175.40000000,9751552.09434500,14616
1609236000000,2020-12-29 10:00:00,ADA/USDT,0.18554000,0.18900000,0.18431000,0.18577000,41579811.30000000,7760272.31251600,12266
1609232400000,2020-12-29 09:00:00,ADA/USDT,0.18568000,0.18781000,0.18211000,0.18559000,59218435.20000000,10967835.80008300,20496
1609228800000,2020-12-29 08:00:00,ADA/USDT,0.18299000,0.18835000,0.18265000,0.18568000,61606798.90000000,11447314.98560400,22548
1609225200000,2020-12-29 07:00:00,ADA/USDT,0.18276000,0.18529000,0.17827000,0.18299000,56043430.30000000,10181410.19768300,18470
1609221600000,2020-12-29 06:00:00,ADA/USDT,0.18112000,0.18412000,0.17894000,0.18278000,47173678.90000000,8562111.02312800,13860
1609218000000,2020-12-29 05:00:00,ADA/USDT,0.18001000,0.18125000,0.17304000,0.18107000,68739178.50000000,12205954.40324200,23002
1609214400000,2020-12-29 04:00:00,ADA/USDT,0.17746000,0.18200000,0.17500000,0.17997000,66523943.80000000,11911227.91714600,29107
1609210800000,2020-12-29 03:00:00,ADA/USDT,0.18723000,0.18723000,0.17650000,0.17747000,68794003.90000000,12483218.05625800,24656
1609207200000,2020-12-29 02:00:00,ADA/USDT,0.18751000,0.18786000,0.18300000,0.18720000,52701037.90000000,9763347.25838600,18554
1609203600000,2020-12-29 01:00:00,ADA/USDT,0.18617000,0.19051000,0.18351000,0.18746000,77991847.80000000,14615050.13711700,28997
1609200000000,2020-12-29 00:00:00,ADA/USDT,0.17630000,0.19284000,0.17619000,0.18613000,161660802.00000000,30244005.71327800,50755
1609196400000,2020-12-28 23:00:00,ADA/USDT,0.17325000,0.17961000,0.17254000,0.17627000,47672930.20000000,8382278.81363500,17506
1609192800000,2020-12-28 22:00:00,ADA/USDT,0.17333000,0.18057000,0.16901000,0.17321000,114016327.00000000,19956355.04606700,35531
1609189200000,2020-12-28 21:00:00,ADA/USDT,0.17036000,0.17560000,0.17036000,0.17330000,40520615.00000000,7032819.66840200,12042
1609185600000,2020-12-28 20:00:00,ADA/USDT,0.17228000,0.17374000,0.16813000,0.17038000,37246818.80000000,6352499.89046100,10683
1609182000000,2020-12-28 19:00:00,ADA/USDT,0.16993000,0.17394000,0.16879000,0.17229000,30882561.00000000,5300251.71225500,9027
1609178400000,2020-12-28 18:00:00,ADA/USDT,0.17163000,0.17236000,0.16837000,0.16993000,27626939.70000000,4715285.82499500,10148
1609174800000,2020-12-28 17:00:00,ADA/USDT,0.16731000,0.17290000,0.16684000,0.17172000,66036386.30000000,11262605.77603500,19381
1609171200000,2020-12-28 16:00:00,ADA/USDT,0.16466000,0.16856000,0.16352000,0.16729000,28875386.20000000,4812762.08659100,8546
1609167600000,2020-12-28 15:00:00,ADA/USDT,0.16712000,0.16734000,0.16313000,0.16464000,33085776.80000000,5459492.03477100,10573
1609164000000,2020-12-28 14:00:00,ADA/USDT,0.16735000,0.16781000,0.16640000,0.16712000,20950584.90000000,3501876.10886100,6934
1609160400000,2020-12-28 13:00:00,ADA/USDT,0.16538000,0.16795000,0.16302000,0.16734000,36145434.60000000,5986667.25436000,11749
1609156800000,2020-12-28 12:00:00,ADA/USDT,0.16826000,0.16902000,0.16300000,0.16533000,45666923.70000000,7576247.00394300,15396
1609153200000,2020-12-28 11:00:00,ADA/USDT,0.16530000,0.16910000,0.16469000,0.16823000,53340672.00000000,8921646.53881200,16641
1609149600000,2020-12-28 10:00:00,ADA/USDT,0.16524000,0.16700000,0.16299000,0.16532000,36540125.70000000,6041866.83919300,12706
1609146000000,2020-12-28 09:00:00,ADA/USDT,0.16472000,0.16680000,0.16279000,0.16525000,37653676.70000000,6223628.17562700,12599
1609142400000,2020-12-28 08:00:00,ADA/USDT,0.16375000,0.16477000,0.16093000,0.16472000,36143964.00000000,5895644.50752600,11563
1609138800000,2020-12-28 07:00:00,ADA/USDT,0.16096000,0.16610000,0.16090000,0.16373000,48476113.10000000,7949977.27767500,13356
1609135200000,2020-12-28 06:00:00,ADA/USDT,0.16128000,0.16187000,0.16013000,0.16093000,11700443.90000000,1881633.65304100,3951
1609131600000,2020-12-28 05:00:00,ADA/USDT,0.16117000,0.16210000,0.15930000,0.16135000,16506048.40000000,2652640.57286700,5935
1609128000000,2020-12-28 04:00:00,ADA/USDT,0.15954000,0.16217000,0.15878000,0.16118000,17466298.40000000,2805746.23535900,5683
1609124400000,2020-12-28 03:00:00,ADA/USDT,0.15926000,0.16030000,0.15866000,0.15955000,11494286.70000000,1834439.87714300,3872
1609120800000,2020-12-28 02:00:00,ADA/USDT,0.15964000,0.16072000,0.15836000,0.15925000,14674169.30000000,2336389.08112900,4697
1609117200000,2020-12-28 01:00:00,ADA/USDT,0.15809000,0.16181000,0.15764000,0.15962000,27450549.40000000,4382239.61898900,9258
1609113600000,2020-12-28 00:00:00,ADA/USDT,0.15467000,0.15900000,0.15280000,0.15806000,41374631.70000000,6489109.27024600,10312
1609110000000,2020-12-27 23:00:00,ADA/USDT,0.15554000,0.15732000,0.15424000,0.15467000,17900869.60000000,2791216.26395800,5218
1609106400000,2020-12-27 22:00:00,ADA/USDT,0.15504000,0.15639000,0.15302000,0.15554000,15824369.20000000,2445973.47931000,4942
1609102800000,2020-12-27 21:00:00,ADA/USDT,0.15306000,0.15640000,0.15213000,0.15503000,34228954.50000000,5283866.13371100,9388
1609099200000,2020-12-27 20:00:00,ADA/USDT,0.16135000,0.16135000,0.15150000,0.15309000,41759310.60000000,6525821.74221900,10936
1609095600000,2020-12-27 19:00:00,ADA/USDT,0.15846000,0.16197000,0.15842000,0.16134000,18879918.70000000,3029255.39593100,5667
1609092000000,2020-12-27 18:00:00,ADA/USDT,0.15919000,0.16083000,0.15746000,0.15850000,24263001.10000000,3861147.87594500,6783
1609088400000,2020-12-27 17:00:00,ADA/USDT,0.16188000,0.16200000,0.15605000,0.15919000,43130973.10000000,6868133.74953700,13083
1609084800000,2020-12-27 16:00:00,ADA/USDT,0.16388000,0.16642000,0.15981000,0.16188000,81398320.80000000,13319107.79907800,22939
1609081200000,2020-12-27 15:00:00,ADA/USDT,0.15927000,0.16575000,0.15924000,0.16394000,85738112.00000000,13944730.37490500,23522
1609077600000,2020-12-27 14:00:00,ADA/USDT,0.15509000,0.16166000,0.15451000,0.15927000,89489844.60000000,14242627.43751500,24623
1609074000000,2020-12-27 13:00:00,ADA/USDT,0.15340000,0.15519000,0.15228000,0.15509000,24576156.20000000,3775002.31350900,8120
1609070400000,2020-12-27 12:00:00,ADA/USDT,0.15286000,0.15391000,0.14936000,0.15342000,55605970.10000000,8412114.68171400,16284
1609066800000,2020-12-27 11:00:00,ADA/USDT,0.15621000,0.15674000,0.15111000,0.15287000,47864601.30000000,7363656.13532100,14832
1609063200000,2020-12-27 10:00:00,ADA/USDT,0.15636000,0.15654000,0.15500000,0.15618000,10836278.20000000,1689433.89923300,4327
1609059600000,2020-12-27 09:00:00,ADA/USDT,0.15568000,0.15755000,0.15352000,0.15636000,28409018.00000000,4434158.94197000,9266
1609056000000,2020-12-27 08:00:00,ADA/USDT,0.15930000,0.15981000,0.15500000,0.15574000,34950718.40000000,5513064.14724700,10688
1609052400000,2020-12-27 07:00:00,ADA/USDT,0.16072000,0.16106000,0.15900000,0.15928000,17300729.80000000,2767486.27720700,5953
1609048800000,2020-12-27 06:00:00,ADA/USDT,0.16076000,0.16214000,0.16015000,0.16069000,19757836.20000000,3186053.88392800,6976
1609045200000,2020-12-27 05:00:00,ADA/USDT,0.15982000,0.16168000,0.15978000,0.16077000,8482130.50000000,1364643.77320100,3744
1609041600000,2020-12-27 04:00:00,ADA/USDT,0.16023000,0.16086000,0.15938000,0.15978000,10669726.10000000,1710004.75149800,3888
1609038000000,2020-12-27 03:00:00,ADA/USDT,0.16166000,0.16193000,0.15931000,0.16021000,19443126.50000000,3120366.27885700,6552
1609034400000,2020-12-27 02:00:00,ADA/USDT,0.16021000,0.16347000,0.15997000,0.16159000,21948577.70000000,3562790.92043300,7292
1609030800000,2020-12-27 01:00:00,ADA/USDT,0.15900000,0.16180000,0.15850000,0.16026000,28042561.90000000,4494463.19001200,9379
1609027200000,2020-12-27 00:00:00,ADA/USDT,0.15839000,0.16086000,0.15776000,0.15901000,17633512.10000000,2807718.65385700,6652
1609023600000,2020-12-26 23:00:00,ADA/USDT,0.15748000,0.15924000,0.15743000,0.15839000,15931528.70000000,2522497.01213500,4661
1609020000000,2020-12-26 22:00:00,ADA/USDT,0.16091000,0.16095000,0.15612000,0.15750000,31241237.20000000,4944295.00204700,11540
1609016400000,2020-12-26 21:00:00,ADA/USDT,0.15917000,0.16242000,0.15818000,0.16096000,34611527.60000000,5563126.76380800,11798
1609012800000,2020-12-26 20:00:00,ADA/USDT,0.15693000,0.15992000,0.15655000,0.15917000,24012933.90000000,3798879.85209300,7871
1609009200000,2020-12-26 19:00:00,ADA/USDT,0.15739000,0.15808000,0.15650000,0.15689000,10198860.80000000,1603368.50389500,4020
1609005600000,2020-12-26 18:00:00,ADA/USDT,0.15770000,0.15912000,0.15681000,0.15737000,15774493.90000000,2491334.06319800,5651
1609002000000,2020-12-26 17:00:00,ADA/USDT,0.15800000,0.15848000,0.15597000,0.15775000,23805747.30000000,3739814.79114500,7579
1608998400000,2020-12-26 16:00:00,ADA/USDT,0.15452000,0.15950000,0.15380000,0.15800000,61183624.70000000,9614815.66825200,16778
1608994800000,2020-12-26 15:00:00,ADA/USDT,0.15436000,0.15488000,0.15333000,0.15450000,15482621.70000000,2385907.26265100,6056
1608991200000,2020-12-26 14:00:00,ADA/USDT,0.15335000,0.15630000,0.15267000,0.15422000,24430676.80000000,3779088.27520000,7252
1608987600000,2020-12-26 13:00:00,ADA/USDT,0.15336000,0.15460000,0.15287000,0.15332000,15334433.30000000,2357226.91051700,5728
1608984000000,2020-12-26 12:00:00,ADA/USDT,0.15346000,0.15444000,0.15182000,0.15341000,21063416.80000000,3222072.96914000,6223
1608980400000,2020-12-26 11:00:00,ADA/USDT,0.15063000,0.15407000,0.14880000,0.15340000,34447722.10000000,5222099.90893000,10113
1608976800000,2020-12-26 10:00:00,ADA/USDT,0.15389000,0.15427000,0.15017000,0.15068000,34841665.50000000,5292931.54014100,9840
1608973200000,2020-12-26 09:00:00,ADA/USDT,0.15680000,0.15734000,0.15282000,0.15389000,29119861.60000000,4511905.66579700,20168
1608969600000,2020-12-26 08:00:00,ADA/USDT,0.15094000,0.15720000,0.15082000,0.15689000,31056345.80000000,4796919.01927300,9945
1608966000000,2020-12-26 07:00:00,ADA/USDT,0.15307000,0.15318000,0.14991000,0.15090000,22259383.30000000,3374649.51521600,7670
1608962400000,2020-12-26 06:00:00,ADA/USDT,0.15316000,0.15319000,0.15075000,0.15306000,16333015.50000000,2482766.18533300,6733
1608958800000,2020-12-26 05:00:00,ADA/USDT,0.15386000,0.15418000,0.15256000,0.15313000,13563569.80000000,2079878.34190200,4704
1608955200000,2020-12-26 04:00:00,ADA/USDT,0.15477000,0.15477000,0.15319000,0.15382000,17779094.90000000,2737472.30874400,6226
1608951600000,2020-12-26 03:00:00,ADA/USDT,0.15508000,0.15659000,0.15450000,0.15478000,24170193.50000000,3759109.03953000,7298
1608948000000,2020-12-26 02:00:00,ADA/USDT,0.15532000,0.15627000,0.15457000,0.15508000,17406731.60000000,2707255.57890500,5408
1608944400000,2020-12-26 01:00:00,ADA/USDT,0.15575000,0.15616000,0.15412000,0.15533000,13530363.00000000,2099841.98844400,4707
1608940800000,2020-12-26 00:00:00,ADA/USDT,0.15763000,0.15769000,0.15550000,0.15573000,15653554.80000000,2453722.29363400,4319
1608937200000,2020-12-25 23:00:00,ADA/USDT,0.15702000,0.15830000,0.15379000,0.15761000,33395455.30000000,5213560.00576700,6710
1608933600000,2020-12-25 22:00:00,ADA/USDT,0.15581000,0.15900000,0.15523000,0.15705000,18324681.90000000,2878897.98969500,4428
1608930000000,2020-12-25 21:00:00,ADA/USDT,0.15738000,0.15788000,0.15581000,0.15585000,13234955.20000000,2072671.81783700,3410
1608926400000,2020-12-25 20:00:00,ADA/USDT,0.15863000,0.15893000,0.15631000,0.15742000,17601034.90000000,2773705.38168400,5387
1608922800000,2020-12-25 19:00:00,ADA/USDT,0.15854000,0.15939000,0.15693000,0.15861000,19796267.60000000,3132381.67701000,6021
1608919200000,2020-12-25 18:00:00,ADA/USDT,0.15715000,0.15898000,0.15568000,0.15855000,23776631.20000000,3737203.78619800,8109
1608915600000,2020-12-25 17:00:00,ADA/USDT,0.15592000,0.15805000,0.15498000,0.15716000,38824977.10000000,6073472.82847900,12968
1608912000000,2020-12-25 16:00:00,ADA/USDT,0.15753000,0.16171000,0.15500000,0.15604000,43640146.00000000,6932916.42113300,13809
1608908400000,2020-12-25 15:00:00,ADA/USDT,0.15899000,0.16029000,0.15645000,0.15763000,24108282.50000000,3832192.27905400,7583
1608904800000,2020-12-25 14:00:00,ADA/USDT,0.16203000,0.16302000,0.15788000,0.15899000,31674201.30000000,5073033.51980100,10626
1608901200000,2020-12-25 13:00:00,ADA/USDT,0.16302000,0.16337000,0.16058000,0.16201000,29580464.90000000,4789248.71911700,8701
1608897600000,2020-12-25 12:00:00,ADA/USDT,0.16663000,0.16700000,0.16248000,0.16307000,39930481.30000000,6577726.71940100,14744
1608894000000,2020-12-25 11:00:00,ADA/USDT,0.15970000,0.16700000,0.15850000,0.16665000,80744369.00000000,13284949.20623200,30652
1608890400000,2020-12-25 10:00:00,ADA/USDT,0.15717000,0.15986000,0.15641000,0.15962000,31307994.40000000,4949913.49800300,11057
1608886800000,2020-12-25 09:00:00,ADA/USDT,0.15425000,0.15755000,0.15414000,0.15717000,24333699.30000000,3797951.34041900,9131
1608883200000,2020-12-25 08:00:00,ADA/USDT,0.15218000,0.15498000,0.15218000,0.15423000,16333320.60000000,2514499.47716300,6909
1608879600000,2020-12-25 07:00:00,ADA/USDT,0.15227000,0.15239000,0.15109000,0.15232000,9126556.90000000,1384381.11726900,3767
1608876000000,2020-12-25 06:00:00,ADA/USDT,0.15076000,0.15330000,0.15029000,0.15227000,11468665.00000000,1742103.46283700,4366
1608872400000,2020-12-25 05:00:00,ADA/USDT,0.15244000,0.15249000,0.15006000,0.15078000,13321175.70000000,2011743.97632100,4710
1608868800000,2020-12-25 04:00:00,ADA/USDT,0.15312000,0.15312000,0.15104000,0.15243000,11935427.30000000,1817947.00796100,4468
1608865200000,2020-12-25 03:00:00,ADA/USDT,0.15400000,0.15427000,0.15280000,0.15313000,10568203.90000000,1621137.69696400,4154
1608858000000,2020-12-25 01:00:00,ADA/USDT,0.15481000,0.15500000,0.15369000,0.15412000,13874117.70000000,2141810.14381600,4556
1608854400000,2020-12-25 00:00:00,ADA/USDT,0.15305000,0.15552000,0.15055000,0.15487000,32275564.80000000,4934945.30623000,10210
1608850800000,2020-12-24 23:00:00,ADA/USDT,0.15441000,0.15477000,0.15172000,0.15304000,33122483.10000000,5077593.32376100,8661
1608847200000,2020-12-24 22:00:00,ADA/USDT,0.15229000,0.15447000,0.15209000,0.15441000,16264006.30000000,2491629.74478100,5993
1608843600000,2020-12-24 21:00:00,ADA/USDT,0.15003000,0.15308000,0.14987000,0.15230000,24984982.90000000,3785246.69912300,7194
1608840000000,2020-12-24 20:00:00,ADA/USDT,0.14981000,0.15083000,0.14862000,0.15002000,13638263.50000000,2045096.87082100,3442
1608836400000,2020-12-24 19:00:00,ADA/USDT,0.15092000,0.15109000,0.14872000,0.14980000,10880585.80000000,1630227.07943200,3552
1608832800000,2020-12-24 18:00:00,ADA/USDT,0.15000000,0.15116000,0.14766000,0.15096000,21481301.80000000,3217435.31922500,6313
1608829200000,2020-12-24 17:00:00,ADA/USDT,0.14896000,0.15028000,0.14680000,0.14998000,22138472.30000000,3292285.17872600,6672
1608825600000,2020-12-24 16:00:00,ADA/USDT,0.14957000,0.15155000,0.14858000,0.14890000,26502188.00000000,3981933.90627600,8508
1608822000000,2020-12-24 15:00:00,ADA/USDT,0.14811000,0.14999000,0.14726000,0.14958000,17248558.50000000,2560440.20839400,5433
1608818400000,2020-12-24 14:00:00,ADA/USDT,0.14956000,0.15037000,0.14743000,0.14811000,22619708.60000000,3366663.87731000,8673
1608814800000,2020-12-24 13:00:00,ADA/USDT,0.14658000,0.14980000,0.14658000,0.14956000,29943313.90000000,4442076.72993100,10701
1608811200000,2020-12-24 12:00:00,ADA/USDT,0.14660000,0.14865000,0.14467000,0.14658000,35185483.40000000,5157454.01821900,13337
1608807600000,2020-12-24 11:00:00,ADA/USDT,0.14091000,0.14696000,0.14010000,0.14657000,36090059.20000000,5176226.25814600,12368
1608804000000,2020-12-24 10:00:00,ADA/USDT,0.14538000,0.14581000,0.14052000,0.14099000,27712400.50000000,3951190.95589600,10513
1608800400000,2020-12-24 09:00:00,ADA/USDT,0.13877000,0.14554000,0.13828000,0.14538000,45288500.80000000,6421355.62878600,12854
1608796800000,2020-12-24 08:00:00,ADA/USDT,0.13828000,0.13918000,0.13649000,0.13870000,27323183.00000000,3764433.35791100,10277
1608793200000,2020-12-24 07:00:00,ADA/USDT,0.13438000,0.13863000,0.13363000,0.13823000,24893877.90000000,3384549.62735300,9737
1608789600000,2020-12-24 06:00:00,ADA/USDT,0.13553000,0.13691000,0.13350000,0.13441000,30289214.40000000,4089061.51807900,10371
1608786000000,2020-12-24 05:00:00,ADA/USDT,0.13605000,0.13779000,0.13474000,0.13553000,23773271.30000000,3245350.88820800,8197
1608782400000,2020-12-24 04:00:00,ADA/USDT,0.13542000,0.13678000,0.13269000,0.13604000,39792363.90000000,5358522.95831100,10561
1608778800000,2020-12-24 03:00:00,ADA/USDT,0.13499000,0.13599000,0.13403000,0.13539000,34108716.10000000,4610816.87276600,9829
1608775200000,2020-12-24 02:00:00,ADA/USDT,0.13895000,0.13928000,0.13448000,0.13507000,37611320.80000000,5142758.46973300,13289
1608771600000,2020-12-24 01:00:00,ADA/USDT,0.13249000,0.14004000,0.13202000,0.13899000,62139099.50000000,8470928.38857000,18228
1608768000000,2020-12-24 00:00:00,ADA/USDT,0.13631000,0.13735000,0.13132000,0.13250000,75964307.70000000,10218731.57606700,18134
1608764400000,2020-12-23 23:00:00,ADA/USDT,0.13829000,0.14140000,0.13473000,0.13635000,62217705.90000000,8656467.53030100,18819
1608760800000,2020-12-23 22:00:00,ADA/USDT,0.14205000,0.14500000,0.12630000,0.13826000,136234741.50000000,18453432.97557600,38220
1608757200000,2020-12-23 21:00:00,ADA/USDT,0.14335000,0.14444000,0.14123000,0.14203000,37157298.10000000,5293474.08719000,9613
1608753600000,2020-12-23 20:00:00,ADA/USDT,0.14747000,0.14790000,0.14290000,0.14332000,28816391.00000000,4189713.70569700,7992
1608750000000,2020-12-23 19:00:00,ADA/USDT,0.14752000,0.14851000,0.14629000,0.14737000,12101113.20000000,1783350.90778700,4269
1608746400000,2020-12-23 18:00:00,ADA/USDT,0.14643000,0.14783000,0.14595000,0.14753000,18578110.00000000,2725807.80404900,5973
1608742800000,2020-12-23 17:00:00,ADA/USDT,0.14360000,0.14675000,0.14355000,0.14643000,23557211.70000000,3431181.09852900,6522
1608739200000,2020-12-23 16:00:00,ADA/USDT,0.14467000,0.14640000,0.14358000,0.14363000,30227247.40000000,4376338.72695600,10206
1608735600000,2020-12-23 15:00:00,ADA/USDT,0.14716000,0.14758000,0.14408000,0.14461000,28416467.10000000,4152269.75531200,9164
1608732000000,2020-12-23 14:00:00,ADA/USDT,0.14683000,0.14778000,0.14564000,0.14716000,28212845.20000000,4139796.70207100,9173
1608728400000,2020-12-23 13:00:00,ADA/USDT,0.15033000,0.15083000,0.14582000,0.14679000,43790996.10000000,6506401.81119700,13926
1608724800000,2020-12-23 12:00:00,ADA/USDT,0.14394000,0.15094000,0.14244000,0.15033000,52807604.10000000,7758617.60231000,18161
1608721200000,2020-12-23 11:00:00,ADA/USDT,0.14848000,0.14853000,0.14076000,0.14400000,85425960.20000000,12251210.79814200,25153
1608717600000,2020-12-23 10:00:00,ADA/USDT,0.15103000,0.15386000,0.14790000,0.14847000,40187843.10000000,6045789.80883300,12706
1608714000000,2020-12-23 09:00:00,ADA/USDT,0.15092000,0.15155000,0.14955000,0.15102000,26881694.70000000,4046396.62504200,8117
1608710400000,2020-12-23 08:00:00,ADA/USDT,0.15185000,0.15268000,0.15056000,0.15095000,14278714.70000000,2166142.17798000,6325
1608706800000,2020-12-23 07:00:00,ADA/USDT,0.15200000,0.15271000,0.15021000,0.15193000,16724895.00000000,2536673.03297600,7326
1608703200000,2020-12-23 06:00:00,ADA/USDT,0.15139000,0.15273000,0.15122000,0.15201000,16202951.20000000,2463302.07191400,6922
1608699600000,2020-12-23 05:00:00,ADA/USDT,0.15156000,0.15217000,0.14943000,0.15144000,34262193.20000000,5168594.83337900,11824
1608696000000,2020-12-23 04:00:00,ADA/USDT,0.15460000,0.15463000,0.15150000,0.15155000,22193023.90000000,3389548.92945900,8287
1608692400000,2020-12-23 03:00:00,ADA/USDT,0.15363000,0.15517000,0.15317000,0.15463000,10937654.60000000,1687267.33688100,4924
1608688800000,2020-12-23 02:00:00,ADA/USDT,0.15490000,0.15524000,0.15300000,0.15366000,18286734.90000000,2815613.26555900,7434
1608685200000,2020-12-23 01:00:00,ADA/USDT,0.15765000,0.15780000,0.15454000,0.15494000,15251458.00000000,2381778.13737100,6559
1608681600000,2020-12-23 00:00:00,ADA/USDT,0.15645000,0.15786000,0.15564000,0.15765000,15826270.30000000,2484958.20731100,5142
1608678000000,2020-12-22 23:00:00,ADA/USDT,0.15535000,0.15711000,0.15508000,0.15646000,14163140.20000000,2213652.38346400,4720
1608674400000,2020-12-22 22:00:00,ADA/USDT,0.15493000,0.15571000,0.15351000,0.15535000,11500369.00000000,1776525.38563600,4175
1608670800000,2020-12-22 21:00:00,ADA/USDT,0.15647000,0.15759000,0.15366000,0.15499000,26356425.50000000,4100255.25210400,8530
1608667200000,2020-12-22 20:00:00,ADA/USDT,0.15766000,0.15823000,0.15554000,0.15646000,14739831.90000000,2307999.84661200,6544
1608663600000,2020-12-22 19:00:00,ADA/USDT,0.15785000,0.15802000,0.15649000,0.15762000,8255607.50000000,1297105.17057300,3971
1608660000000,2020-12-22 18:00:00,ADA/USDT,0.15832000,0.15849000,0.15736000,0.15784000,7845812.40000000,1238474.49269800,3975
1608656400000,2020-12-22 17:00:00,ADA/USDT,0.15903000,0.15945000,0.15741000,0.15835000,10790861.30000000,1710632.01025400,4026
1608652800000,2020-12-22 16:00:00,ADA/USDT,0.15891000,0.16022000,0.15708000,0.15903000,21947036.60000000,3482482.49327700,8271
1608649200000,2020-12-22 15:00:00,ADA/USDT,0.15873000,0.16124000,0.15820000,0.15890000,25472108.00000000,4066718.54618200,10588
1608645600000,2020-12-22 14:00:00,ADA/USDT,0.15887000,0.15924000,0.15740000,0.15875000,23444881.90000000,3716024.00443300,10487
1608642000000,2020-12-22 13:00:00,ADA/USDT,0.15780000,0.15887000,0.15607000,0.15881000,19722358.10000000,3104418.23281300,9140
1608638400000,2020-12-22 12:00:00,ADA/USDT,0.15818000,0.15868000,0.15675000,0.15777000,29102861.90000000,4590567.39988800,9134
1608634800000,2020-12-22 11:00:00,ADA/USDT,0.15396000,0.15914000,0.15396000,0.15814000,26884833.40000000,4230760.70809700,10230
1608631200000,2020-12-22 10:00:00,ADA/USDT,0.15383000,0.15509000,0.15362000,0.15402000,18429264.50000000,2843483.07587600,10804
1608627600000,2020-12-22 09:00:00,ADA/USDT,0.15217000,0.15406000,0.15159000,0.15381000,19067481.30000000,2912991.92330900,9245
1608624000000,2020-12-22 08:00:00,ADA/USDT,0.15261000,0.15329000,0.14879000,0.15217000,32799737.60000000,4957190.56406000,11255
1608620400000,2020-12-22 07:00:00,ADA/USDT,0.15524000,0.15626000,0.15179000,0.15264000,21969538.30000000,3382471.63465200,8762
1608616800000,2020-12-22 06:00:00,ADA/USDT,0.15553000,0.15643000,0.15415000,0.15515000,21031572.70000000,3267220.54177700,8105
1608613200000,2020-12-22 05:00:00,ADA/USDT,0.16000000,0.16021000,0.15481000,0.15550000,26228356.60000000,4117175.34659400,9990
1608609600000,2020-12-22 04:00:00,ADA/USDT,0.15681000,0.16000000,0.15681000,0.16000000,19434901.80000000,3086387.46108400,7411
1608606000000,2020-12-22 03:00:00,ADA/USDT,0.15500000,0.15867000,0.15468000,0.15683000,22784998.70000000,3577123.41558300,8570
1608602400000,2020-12-22 02:00:00,ADA/USDT,0.15160000,0.15524000,0.15155000,0.15496000,12104304.00000000,1858426.92979600,5302
1608598800000,2020-12-22 01:00:00,ADA/USDT,0.15253000,0.15352000,0.15046000,0.15160000,24187291.10000000,3674399.49920500,9572
1608595200000,2020-12-22 00:00:00,ADA/USDT,0.15279000,0.15452000,0.15205000,0.15246000,14710928.90000000,2252513.55761900,5907
1608591600000,2020-12-21 23:00:00,ADA/USDT,0.15436000,0.15500000,0.15254000,0.15278000,10892830.20000000,1675301.55909100,4898
1608588000000,2020-12-21 22:00:00,ADA/USDT,0.15415000,0.15496000,0.15355000,0.15438000,10933500.20000000,1686250.04192900,4882
1608584400000,2020-12-21 21:00:00,ADA/USDT,0.15207000,0.15450000,0.15139000,0.15419000,9586525.20000000,1468926.40902200,4274
1608580800000,2020-12-21 20:00:00,ADA/USDT,0.15264000,0.15363000,0.15153000,0.15202000,7232118.30000000,1103077.06203100,3740
1608577200000,2020-12-21 19:00:00,ADA/USDT,0.15326000,0.15421000,0.15182000,0.15256000,11282847.80000000,1726519.73277300,4881
1608573600000,2020-12-21 18:00:00,ADA/USDT,0.15174000,0.15376000,0.15096000,0.15320000,16494086.40000000,2513972.44223800,7022
1608559200000,2020-12-21 14:00:00,ADA/USDT,0.15133000,0.15133000,0.15133000,0.15133000,0.00000000,0.00000000,0
1608555600000,2020-12-21 13:00:00,ADA/USDT,0.14963000,0.15142000,0.14924000,0.15133000,17095624.50000000,2574166.55603500,4608
1608552000000,2020-12-21 12:00:00,ADA/USDT,0.15105000,0.15115000,0.14680000,0.14963000,67703865.40000000,10089861.71007300,20125
