https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount
1609351200000,2020-12-30 18:00:00,EOS/USDT,2.57930000,2.59140000,2.56600000,2.57960000,453767.41000000,1169269.75416800,2905
1609347600000,2020-12-30 17:00:00,EOS/USDT,2.58250000,2.59390000,2.57010000,2.57900000,361291.58000000,932481.92847100,3690
1609344000000,2020-12-30 16:00:00,EOS/USDT,2.60030000,2.61500000,2.56130000,2.58240000,698780.80000000,1809582.27698800,6815
1609340400000,2020-12-30 15:00:00,EOS/USDT,2.60430000,2.61290000,2.59150000,2.60030000,501607.30000000,1305290.56968400,2905
1609336800000,2020-12-30 14:00:00,EOS/USDT,2.56880000,2.60970000,2.56820000,2.60410000,378659.01000000,982937.41403500,2606
1609333200000,2020-12-30 13:00:00,EOS/USDT,2.58160000,2.59370000,2.56660000,2.56840000,349893.20000000,904330.97011300,2912
1609329600000,2020-12-30 12:00:00,EOS/USDT,2.58960000,2.59320000,2.55910000,2.58080000,365492.20000000,940723.14769500,3052
1609326000000,2020-12-30 11:00:00,EOS/USDT,2.59960000,2.60440000,2.57180000,2.59020000,539699.13000000,1397421.48246100,3820
1609322400000,2020-12-30 10:00:00,EOS/USDT,2.57740000,2.61190000,2.56620000,2.60060000,837889.59000000,2173119.60748700,5088
1609318800000,2020-12-30 09:00:00,EOS/USDT,2.57220000,2.58870000,2.53480000,2.57640000,1216145.51000000,3118407.90315700,7407
1609315200000,2020-12-30 08:00:00,EOS/USDT,2.57630000,2.64210000,2.56440000,2.57170000,1665088.90000000,4320287.81077400,10683
1609311600000,2020-12-30 07:00:00,EOS/USDT,2.59550000,2.60680000,2.56820000,2.57630000,587758.89000000,1522046.75600300,4069
1609308000000,2020-12-30 06:00:00,EOS/USDT,2.57200000,2.60320000,2.55730000,2.59540000,892233.02000000,2298582.69633400,7302
1609304400000,2020-12-30 05:00:00,EOS/USDT,2.58290000,2.59240000,2.54510000,2.57170000,1359092.15000000,3487526.61223400,7939
1609300800000,2020-12-30 04:00:00,EOS/USDT,2.61660000,2.62210000,2.56670000,2.58350000,849737.42000000,2199864.81386300,5618
1609297200000,2020-12-30 03:00:00,EOS/USDT,2.62310000,2.64590000,2.60810000,2.61580000,614163.44000000,1612308.61621800,4257
1609293600000,2020-12-30 02:00:00,EOS/USDT,2.64060000,2.64540000,2.61410000,2.62350000,808697.62000000,2121935.76418300,5416
1609290000000,2020-12-30 01:00:00,EOS/USDT,2.66860000,2.66900000,2.63960000,2.64110000,419836.51000000,1114470.36644900,3017
1609286400000,2020-12-30 00:00:00,EOS/USDT,2.64060000,2.67230000,2.61690000,2.66840000,1211225.03000000,3207698.24785300,6384
1609282800000,2020-12-29 23:00:00,EOS/USDT,2.60350000,2.64980000,2.59920000,2.63910000,372141.82000000,975895.43630700,2294
1609279200000,2020-12-29 22:00:00,EOS/USDT,2.61320000,2.63510000,2.59950000,2.60210000,476150.88000000,1248523.01054700,2513
1609275600000,2020-12-29 21:00:00,EOS/USDT,2.61030000,2.62370000,2.59540000,2.61420000,474812.87000000,1240028.79266100,2327
1609272000000,2020-12-29 20:00:00,EOS/USDT,2.59720000,2.61000000,2.56750000,2.61000000,824588.50000000,2134440.46610800,3980
1609268400000,2020-12-29 19:00:00,EOS/USDT,2.58180000,2.61690000,2.58140000,2.59820000,783432.68000000,2037613.26373300,4015
1609264800000,2020-12-29 18:00:00,EOS/USDT,2.62240000,2.62750000,2.57830000,2.58180000,1016640.30000000,2641726.70867900,5368
1609261200000,2020-12-29 17:00:00,EOS/USDT,2.57290000,2.62590000,2.54990000,2.62220000,1859209.86000000,4827390.44754100,9749
1609257600000,2020-12-29 16:00:00,EOS/USDT,2.55480000,2.58470000,2.50230000,2.57400000,2508763.20000000,6368427.67774500,13730
1609254000000,2020-12-29 15:00:00,EOS/USDT,2.60950000,2.62850000,2.54550000,2.55450000,2215494.35000000,5695361.60449300,12014
1609250400000,2020-12-29 14:00:00,EOS/USDT,2.65170000,2.65750000,2.60010000,2.61060000,692412.05000000,1819412.96625100,5048
1609246800000,2020-12-29 13:00:00,EOS/USDT,2.64410000,2.66320000,2.63580000,2.65150000,347977.72000000,921971.02558300,3323
1609243200000,2020-12-29 12:00:00,EOS/USDT,2.64960000,2.68790000,2.64020000,2.64410000,792593.35000000,2115346.91118700,6448
1609239600000,2020-12-29 11:00:00,EOS/USDT,2.69270000,2.70210000,2.61430000,2.64840000,1192183.09000000,3155714.19226100,9057
1609236000000,2020-12-29 10:00:00,EOS/USDT,2.70070000,2.71950000,2.68690000,2.69330000,399603.18000000,1080453.80953900,3736
1609232400000,2020-12-29 09:00:00,EOS/USDT,2.68590000,2.72100000,2.66080000,2.70080000,576229.78000000,1551609.97442000,4539
1609228800000,2020-12-29 08:00:00,EOS/USDT,2.67410000,2.69010000,2.66880000,2.68620000,592938.98000000,1586998.96385600,5320
1609225200000,2020-12-29 07:00:00,EOS/USDT,2.65780000,2.67480000,2.64710000,2.67370000,533324.62000000,1418497.09464200,4034
1609221600000,2020-12-29 06:00:00,EOS/USDT,2.65710000,2.67100000,2.63920000,2.65810000,580349.84000000,1543286.64782300,3962
1609218000000,2020-12-29 05:00:00,EOS/USDT,2.66310000,2.66410000,2.58090000,2.65600000,1354038.30000000,3557884.82546300,9887
1609214400000,2020-12-29 04:00:00,EOS/USDT,2.65570000,2.67470000,2.62000000,2.66280000,1009080.18000000,2676630.79988400,7585
1609210800000,2020-12-29 03:00:00,EOS/USDT,2.72440000,2.72470000,2.65280000,2.65570000,1324164.67000000,3545848.23072200,9052
1609207200000,2020-12-29 02:00:00,EOS/USDT,2.72460000,2.74410000,2.70950000,2.72380000,425211.40000000,1161306.28449300,3845
1609203600000,2020-12-29 01:00:00,EOS/USDT,2.70950000,2.73320000,2.68000000,2.72550000,1103437.89000000,2988649.92198900,7057
1609200000000,2020-12-29 00:00:00,EOS/USDT,2.76380000,2.79370000,2.70200000,2.70950000,977587.73000000,2691288.24697000,6162
1609196400000,2020-12-28 23:00:00,EOS/USDT,2.74850000,2.78040000,2.74300000,2.76380000,652886.65000000,1805588.92265200,3380
1609192800000,2020-12-28 22:00:00,EOS/USDT,2.78750000,2.82000000,2.72030000,2.74930000,1271341.00000000,3504472.80325800,7480
1609189200000,2020-12-28 21:00:00,EOS/USDT,2.77420000,2.80030000,2.77420000,2.78870000,285154.86000000,795139.88445100,2069
1609185600000,2020-12-28 20:00:00,EOS/USDT,2.82680000,2.84500000,2.73570000,2.77480000,1279751.25000000,3554098.34887000,7917
1609182000000,2020-12-28 19:00:00,EOS/USDT,2.82970000,2.84430000,2.81950000,2.82670000,297351.50000000,843170.76629900,1734
1609178400000,2020-12-28 18:00:00,EOS/USDT,2.85220000,2.86510000,2.81630000,2.82940000,506965.71000000,1441117.46642900,3341
1609174800000,2020-12-28 17:00:00,EOS/USDT,2.83800000,2.85730000,2.83540000,2.85230000,512285.29000000,1459765.96503400,3136
1609171200000,2020-12-28 16:00:00,EOS/USDT,2.82170000,2.86480000,2.81510000,2.83880000,997154.96000000,2834193.98811500,5760
1609167600000,2020-12-28 15:00:00,EOS/USDT,2.87780000,2.88490000,2.81710000,2.82090000,721937.66000000,2049152.68730900,4597
1609164000000,2020-12-28 14:00:00,EOS/USDT,2.84690000,2.89410000,2.83850000,2.87730000,900222.68000000,2579359.85428200,5060
1609160400000,2020-12-28 13:00:00,EOS/USDT,2.82290000,2.85020000,2.80180000,2.84440000,958177.10000000,2710928.89990800,4759
1609156800000,2020-12-28 12:00:00,EOS/USDT,2.85310000,2.86170000,2.80340000,2.82250000,1098808.59000000,3113358.36689000,6769
1609153200000,2020-12-28 11:00:00,EOS/USDT,2.80610000,2.87300000,2.80560000,2.85310000,1081331.91000000,3068234.75646400,7491
1609149600000,2020-12-28 10:00:00,EOS/USDT,2.78910000,2.82980000,2.76780000,2.80680000,1463397.97000000,4101106.75434700,9096
1609146000000,2020-12-28 09:00:00,EOS/USDT,2.80410000,2.81140000,2.77080000,2.79000000,1172274.53000000,3270630.93161700,14212
1609142400000,2020-12-28 08:00:00,EOS/USDT,2.77160000,2.80570000,2.73650000,2.80470000,1335216.00000000,3693773.22759800,8408
1609138800000,2020-12-28 07:00:00,EOS/USDT,2.72490000,2.79150000,2.72190000,2.77180000,1585905.92000000,4388335.60501800,8689
1609135200000,2020-12-28 06:00:00,EOS/USDT,2.71800000,2.72600000,2.69900000,2.72460000,564575.47000000,1530656.88105400,3678
1609131600000,2020-12-28 05:00:00,EOS/USDT,2.70490000,2.72800000,2.70390000,2.71890000,446657.88000000,1213753.51698700,3160
1609128000000,2020-12-28 04:00:00,EOS/USDT,2.72220000,2.72400000,2.70420000,2.70540000,701692.57000000,1904407.99175000,4396
1609124400000,2020-12-28 03:00:00,EOS/USDT,2.73880000,2.74650000,2.71780000,2.72340000,469271.72000000,1280580.49128600,3518
1609120800000,2020-12-28 02:00:00,EOS/USDT,2.73420000,2.74640000,2.71660000,2.73760000,640896.85000000,1751176.47596900,4076
1609117200000,2020-12-28 01:00:00,EOS/USDT,2.75660000,2.77190000,2.72060000,2.73380000,870452.22000000,2391757.52717200,5693
1609113600000,2020-12-28 00:00:00,EOS/USDT,2.71640000,2.78340000,2.68500000,2.75780000,2004896.75000000,5503719.29487100,9018
1609110000000,2020-12-27 23:00:00,EOS/USDT,2.72930000,2.76110000,2.70740000,2.71670000,491114.17000000,1343840.77497300,3310
1609106400000,2020-12-27 22:00:00,EOS/USDT,2.73140000,2.74820000,2.69690000,2.73000000,414459.39000000,1129487.83127200,2748
1609102800000,2020-12-27 21:00:00,EOS/USDT,2.73080000,2.75680000,2.68030000,2.73130000,1539683.19000000,4184632.84802000,10982
1609099200000,2020-12-27 20:00:00,EOS/USDT,2.78380000,2.78970000,2.73080000,2.73160000,1176696.70000000,3247396.45940700,8262
1609095600000,2020-12-27 19:00:00,EOS/USDT,2.78970000,2.80800000,2.77280000,2.78280000,604052.67000000,1685356.97752100,3755
1609092000000,2020-12-27 18:00:00,EOS/USDT,2.78830000,2.80170000,2.77180000,2.78980000,913982.28000000,2549587.20026800,6012
1609088400000,2020-12-27 17:00:00,EOS/USDT,2.79780000,2.80170000,2.76760000,2.78830000,1577454.43000000,4390130.60709500,8934
1609084800000,2020-12-27 16:00:00,EOS/USDT,2.83590000,2.85750000,2.71660000,2.79880000,3847418.96000000,10767458.73603300,19741
1609081200000,2020-12-27 15:00:00,EOS/USDT,2.71170000,2.87210000,2.71170000,2.83710000,4872387.47000000,13648108.57445900,23019
1609077600000,2020-12-27 14:00:00,EOS/USDT,2.66190000,2.74730000,2.65020000,2.71170000,4203547.91000000,11350261.77243500,18322
1609074000000,2020-12-27 13:00:00,EOS/USDT,2.55280000,2.66220000,2.54320000,2.66140000,1708680.09000000,4438399.90098300,7530
1609070400000,2020-12-27 12:00:00,EOS/USDT,2.56420000,2.56420000,2.47730000,2.55190000,2397561.16000000,6065707.90518800,10104
1609066800000,2020-12-27 11:00:00,EOS/USDT,2.62660000,2.63500000,2.50000000,2.56450000,2662076.14000000,6833996.63339100,14090
1609063200000,2020-12-27 10:00:00,EOS/USDT,2.63130000,2.63740000,2.62090000,2.62630000,389924.96000000,1024990.67156000,2009
1609059600000,2020-12-27 09:00:00,EOS/USDT,2.61570000,2.65570000,2.61330000,2.63140000,774370.12000000,2041070.08321000,4427
1609056000000,2020-12-27 08:00:00,EOS/USDT,2.65490000,2.66350000,2.61170000,2.61510000,782885.42000000,2068147.81492500,5051
1609052400000,2020-12-27 07:00:00,EOS/USDT,2.66550000,2.67720000,2.64710000,2.65480000,596971.53000000,1588923.98618500,3633
1609048800000,2020-12-27 06:00:00,EOS/USDT,2.64620000,2.68410000,2.63800000,2.66330000,1585943.04000000,4221326.09429500,7572
1609045200000,2020-12-27 05:00:00,EOS/USDT,2.64310000,2.66180000,2.64000000,2.64610000,484445.01000000,1283796.02983700,3055
1609041600000,2020-12-27 04:00:00,EOS/USDT,2.64550000,2.65490000,2.63990000,2.64330000,575930.91000000,1524157.14267100,3406
1609038000000,2020-12-27 03:00:00,EOS/USDT,2.65770000,2.66240000,2.64110000,2.64560000,578628.87000000,1533199.13278100,3797
1609034400000,2020-12-27 02:00:00,EOS/USDT,2.62510000,2.68730000,2.62020000,2.65650000,1299034.30000000,3456138.40397300,8409
1609030800000,2020-12-27 01:00:00,EOS/USDT,2.62840000,2.65390000,2.61980000,2.62510000,1358397.47000000,3577903.11131300,6970
1609027200000,2020-12-27 00:00:00,EOS/USDT,2.61320000,2.66310000,2.58340000,2.62920000,1504858.59000000,3947753.95193100,6803
1609023600000,2020-12-26 23:00:00,EOS/USDT,2.58880000,2.61520000,2.58760000,2.61280000,524006.93000000,1364731.50337500,2990
1609020000000,2020-12-26 22:00:00,EOS/USDT,2.62840000,2.62910000,2.57140000,2.58880000,1023844.75000000,2658371.59826200,5446
1609016400000,2020-12-26 21:00:00,EOS/USDT,2.63410000,2.65400000,2.61580000,2.62800000,991206.45000000,2614764.12172100,4819
1609012800000,2020-12-26 20:00:00,EOS/USDT,2.61650000,2.64240000,2.60230000,2.63370000,740835.47000000,1945048.10148700,3575
1609009200000,2020-12-26 19:00:00,EOS/USDT,2.62570000,2.62980000,2.61180000,2.61800000,324072.71000000,848975.57863900,1745
1609005600000,2020-12-26 18:00:00,EOS/USDT,2.62620000,2.64390000,2.61910000,2.62650000,549353.22000000,1445057.81813900,2700
1609002000000,2020-12-26 17:00:00,EOS/USDT,2.63900000,2.64340000,2.60000000,2.62620000,966525.41000000,2528911.62200400,5912
1608998400000,2020-12-26 16:00:00,EOS/USDT,2.57560000,2.67170000,2.55110000,2.63770000,2674397.94000000,7004616.38783600,13820
1608994800000,2020-12-26 15:00:00,EOS/USDT,2.60070000,2.60350000,2.55660000,2.57630000,567203.06000000,1460442.99539500,3691
1608991200000,2020-12-26 14:00:00,EOS/USDT,2.58520000,2.62840000,2.57250000,2.59990000,814418.37000000,2119491.11929400,5194
1608987600000,2020-12-26 13:00:00,EOS/USDT,2.60180000,2.61250000,2.56660000,2.58510000,800630.08000000,2072208.40260200,5690
1608984000000,2020-12-26 12:00:00,EOS/USDT,2.58790000,2.61800000,2.57820000,2.60190000,1008080.78000000,2616455.27547600,6131
1608980400000,2020-12-26 11:00:00,EOS/USDT,2.56710000,2.59580000,2.53480000,2.58890000,965732.63000000,2482334.93194900,6113
1608976800000,2020-12-26 10:00:00,EOS/USDT,2.58120000,2.59450000,2.52510000,2.56800000,1438656.53000000,3687447.37023500,7468
1608973200000,2020-12-26 09:00:00,EOS/USDT,2.61210000,2.61490000,2.55130000,2.58130000,1160384.01000000,2992446.44663400,6202
1608969600000,2020-12-26 08:00:00,EOS/USDT,2.60140000,2.63370000,2.59620000,2.61230000,731548.15000000,1913834.12219500,4298
1608966000000,2020-12-26 07:00:00,EOS/USDT,2.63360000,2.63430000,2.57480000,2.60130000,922680.41000000,2402603.02269300,6240
1608962400000,2020-12-26 06:00:00,EOS/USDT,2.63410000,2.64080000,2.62150000,2.63330000,374612.31000000,985539.41157700,2495
1608958800000,2020-12-26 05:00:00,EOS/USDT,2.64700000,2.65400000,2.62270000,2.63430000,693386.62000000,1829655.72165900,3983
1608955200000,2020-12-26 04:00:00,EOS/USDT,2.67560000,2.67780000,2.64230000,2.64650000,564363.26000000,1501132.20986800,3571
1608951600000,2020-12-26 03:00:00,EOS/USDT,2.64290000,2.69340000,2.64290000,2.67570000,911145.31000000,2433907.91712100,5954
1608948000000,2020-12-26 02:00:00,EOS/USDT,2.65360000,2.66130000,2.63250000,2.64280000,612422.67000000,1621181.16117400,4170
1608944400000,2020-12-26 01:00:00,EOS/USDT,2.65490000,2.66060000,2.62390000,2.65380000,990031.78000000,2617482.59367700,5652
1608940800000,2020-12-26 00:00:00,EOS/USDT,2.66570000,2.69590000,2.64300000,2.65590000,1053201.40000000,2806611.55427700,5853
1608937200000,2020-12-25 23:00:00,EOS/USDT,2.62780000,2.67970000,2.62010000,2.66610000,1323234.09000000,3504759.63440200,6726
1608933600000,2020-12-25 22:00:00,EOS/USDT,2.60250000,2.63810000,2.60000000,2.62900000,412217.58000000,1080794.13841400,2435
1608930000000,2020-12-25 21:00:00,EOS/USDT,2.61120000,2.61960000,2.58860000,2.60310000,828346.69000000,2157786.17693600,3821
1608926400000,2020-12-25 20:00:00,EOS/USDT,2.63150000,2.63590000,2.60000000,2.61100000,1040760.85000000,2722584.14157200,4920
1608922800000,2020-12-25 19:00:00,EOS/USDT,2.60670000,2.63970000,2.59030000,2.63250000,1100046.91000000,2877002.00751700,5126
1608919200000,2020-12-25 18:00:00,EOS/USDT,2.59950000,2.61330000,2.58200000,2.60650000,1285322.02000000,3336828.18059800,5352
1608915600000,2020-12-25 17:00:00,EOS/USDT,2.58530000,2.60900000,2.54220000,2.59970000,3127016.79000000,8069256.37518400,12965
1608912000000,2020-12-25 16:00:00,EOS/USDT,2.64590000,2.68930000,2.56060000,2.58530000,3099991.86000000,8130015.15706000,14399
1608908400000,2020-12-25 15:00:00,EOS/USDT,2.65060000,2.67960000,2.62890000,2.64580000,1398493.40000000,3719178.06088800,7537
1608904800000,2020-12-25 14:00:00,EOS/USDT,2.72080000,2.73850000,2.62100000,2.65090000,1863294.63000000,4991714.38103100,12214
1608901200000,2020-12-25 13:00:00,EOS/USDT,2.68540000,2.72220000,2.68520000,2.72080000,584904.06000000,1583869.62366100,3992
1608897600000,2020-12-25 12:00:00,EOS/USDT,2.73070000,2.73950000,2.68000000,2.68530000,873631.69000000,2368539.31000100,5758
1608894000000,2020-12-25 11:00:00,EOS/USDT,2.67910000,2.74330000,2.66270000,2.73110000,2054146.01000000,5574786.52481400,14392
1608890400000,2020-12-25 10:00:00,EOS/USDT,2.67000000,2.68480000,2.64340000,2.67890000,1173152.76000000,3122785.17791900,6972
1608886800000,2020-12-25 09:00:00,EOS/USDT,2.62920000,2.68400000,2.62680000,2.67000000,1092429.45000000,2901581.22085500,6995
1608883200000,2020-12-25 08:00:00,EOS/USDT,2.63090000,2.65000000,2.60910000,2.62940000,1037114.88000000,2728423.09494800,5648
1608879600000,2020-12-25 07:00:00,EOS/USDT,2.62700000,2.63410000,2.59720000,2.62990000,964247.21000000,2517339.07384000,6095
1608876000000,2020-12-25 06:00:00,EOS/USDT,2.60500000,2.65630000,2.59000000,2.62710000,1270206.81000000,3337004.36739600,7406
1608872400000,2020-12-25 05:00:00,EOS/USDT,2.61810000,2.61820000,2.58210000,2.60470000,661738.67000000,1721113.07240600,4971
1608868800000,2020-12-25 04:00:00,EOS/USDT,2.60510000,2.62430000,2.59380000,2.61810000,564318.55000000,1472783.77077600,3857
1608865200000,2020-12-25 03:00:00,EOS/USDT,2.64310000,2.64310000,2.59340000,2.60520000,529036.33000000,1382456.56749200,3912
1608858000000,2020-12-25 01:00:00,EOS/USDT,2.65070000,2.67590000,2.62050000,2.64390000,930663.68000000,2462951.46584900,5757
1608854400000,2020-12-25 00:00:00,EOS/USDT,2.66730000,2.68720000,2.59890000,2.65130000,2045032.83000000,5388785.61475800,10985
1608850800000,2020-12-24 23:00:00,EOS/USDT,2.62100000,2.69220000,2.58470000,2.66820000,3573148.38000000,9421684.55151600,18224
1608847200000,2020-12-24 22:00:00,EOS/USDT,2.51960000,2.62650000,2.51530000,2.62040000,958762.36000000,2461940.28980300,6948
1608843600000,2020-12-24 21:00:00,EOS/USDT,2.50590000,2.53600000,2.50240000,2.51950000,695460.47000000,1751094.98749300,3624
1608840000000,2020-12-24 20:00:00,EOS/USDT,2.51770000,2.53070000,2.46080000,2.50470000,1440402.54000000,3589776.25851500,7093
1608836400000,2020-12-24 19:00:00,EOS/USDT,2.54560000,2.56840000,2.50170000,2.51730000,1397403.32000000,3531722.63631300,6499
1608832800000,2020-12-24 18:00:00,EOS/USDT,2.58750000,2.59420000,2.51970000,2.54530000,1411565.50000000,3605548.53144500,6581
1608829200000,2020-12-24 17:00:00,EOS/USDT,2.57410000,2.60080000,2.54760000,2.58750000,1385658.43000000,3570817.19051700,7442
1608825600000,2020-12-24 16:00:00,EOS/USDT,2.54130000,2.66290000,2.53070000,2.57420000,3120511.65000000,8125128.02635700,15923
1608822000000,2020-12-24 15:00:00,EOS/USDT,2.52630000,2.55160000,2.51820000,2.54130000,1041414.24000000,2643115.52438300,5856
1608818400000,2020-12-24 14:00:00,EOS/USDT,2.56770000,2.58510000,2.51140000,2.52530000,1219117.47000000,3101964.07493800,7327
1608814800000,2020-12-24 13:00:00,EOS/USDT,2.45750000,2.59640000,2.45710000,2.56680000,2803604.11000000,7092939.68291800,16287
1608811200000,2020-12-24 12:00:00,EOS/USDT,2.47710000,2.51420000,2.42990000,2.45810000,1511995.72000000,3733699.30871800,11111
1608807600000,2020-12-24 11:00:00,EOS/USDT,2.38720000,2.51860000,2.36930000,2.47720000,2884100.85000000,7085711.11486100,16086
1608804000000,2020-12-24 10:00:00,EOS/USDT,2.42960000,2.43410000,2.38280000,2.38820000,1074854.04000000,2586247.80848600,9200
1608800400000,2020-12-24 09:00:00,EOS/USDT,2.41650000,2.43070000,2.38760000,2.42950000,1220861.31000000,2937094.60223600,7311
1608796800000,2020-12-24 08:00:00,EOS/USDT,2.37950000,2.42890000,2.37010000,2.41500000,1563358.38000000,3749225.82080300,8893
1608793200000,2020-12-24 07:00:00,EOS/USDT,2.33130000,2.38690000,2.30980000,2.37950000,1394350.48000000,3282189.73157200,7638
1608789600000,2020-12-24 06:00:00,EOS/USDT,2.40080000,2.41930000,2.31330000,2.33140000,2525814.03000000,5946617.98129600,12526
1608786000000,2020-12-24 05:00:00,EOS/USDT,2.39910000,2.42990000,2.37940000,2.40040000,1097163.28000000,2644404.66247500,6483
1608782400000,2020-12-24 04:00:00,EOS/USDT,2.36990000,2.40290000,2.35480000,2.39900000,1139620.37000000,2717384.18160000,6723
1608778800000,2020-12-24 03:00:00,EOS/USDT,2.35320000,2.37650000,2.32600000,2.36930000,1725295.63000000,4061521.79029100,10019
1608775200000,2020-12-24 02:00:00,EOS/USDT,2.44850000,2.44950000,2.34520000,2.35420000,1863118.17000000,4456720.93468600,10958
1608771600000,2020-12-24 01:00:00,EOS/USDT,2.37130000,2.45610000,2.35510000,2.44680000,2532290.55000000,6058706.35375000,13105
1608768000000,2020-12-24 00:00:00,EOS/USDT,2.31470000,2.37300000,2.25080000,2.37120000,3088387.49000000,7143843.41076500,13360
1608764400000,2020-12-23 23:00:00,EOS/USDT,2.23550000,2.35890000,2.21430000,2.31480000,3919640.97000000,9056001.59390300,19163
1608760800000,2020-12-23 22:00:00,EOS/USDT,2.54340000,2.55590000,1.99640000,2.23650000,9857838.48000000,21773015.16435200,51782
1608757200000,2020-12-23 21:00:00,EOS/USDT,2.56970000,2.58200000,2.52820000,2.54260000,1583067.94000000,4047525.39689600,7476
1608753600000,2020-12-23 20:00:00,EOS/USDT,2.65250000,2.66230000,2.54570000,2.57050000,1419342.93000000,3675438.43855100,7185
1608750000000,2020-12-23 19:00:00,EOS/USDT,2.63400000,2.67690000,2.61020000,2.65250000,921384.51000000,2433349.75376300,4973
1608746400000,2020-12-23 18:00:00,EOS/USDT,2.63860000,2.65670000,2.62000000,2.63430000,767291.11000000,2023608.42640100,3540
1608742800000,2020-12-23 17:00:00,EOS/USDT,2.58670000,2.64740000,2.58590000,2.63790000,1163812.43000000,3056224.86639100,5456
1608739200000,2020-12-23 16:00:00,EOS/USDT,2.60850000,2.64870000,2.58540000,2.58650000,1939662.78000000,5071375.31659400,8228
1608735600000,2020-12-23 15:00:00,EOS/USDT,2.68630000,2.68720000,2.59000000,2.60770000,1656936.02000000,4378787.45920200,8422
1608732000000,2020-12-23 14:00:00,EOS/USDT,2.64900000,2.69620000,2.62610000,2.68620000,1679775.81000000,4467724.04184300,7132
1608728400000,2020-12-23 13:00:00,EOS/USDT,2.72590000,2.74170000,2.63040000,2.64850000,2202566.18000000,5928350.80604700,10994
1608724800000,2020-12-23 12:00:00,EOS/USDT,2.60870000,2.73280000,2.59590000,2.72590000,3084759.88000000,8220342.39912100,14353
1608721200000,2020-12-23 11:00:00,EOS/USDT,2.67150000,2.67730000,2.42800000,2.60890000,5376648.72000000,13814672.37560200,29773
1608717600000,2020-12-23 10:00:00,EOS/USDT,2.76620000,2.78080000,2.65320000,2.67150000,2307123.30000000,6259822.81046400,12431
1608714000000,2020-12-23 09:00:00,EOS/USDT,2.75490000,2.77210000,2.72580000,2.76670000,1192513.58000000,3280895.32165100,7074
1608710400000,2020-12-23 08:00:00,EOS/USDT,2.77170000,2.79510000,2.75040000,2.75500000,898870.52000000,2493382.08106800,4599
1608706800000,2020-12-23 07:00:00,EOS/USDT,2.77290000,2.78890000,2.72940000,2.77220000,1139721.60000000,3150568.43488800,6066
1608703200000,2020-12-23 06:00:00,EOS/USDT,2.76610000,2.78510000,2.75160000,2.77340000,1078531.75000000,2984459.20233500,5738
1608699600000,2020-12-23 05:00:00,EOS/USDT,2.80680000,2.81480000,2.72730000,2.76690000,2993830.18000000,8296088.60090700,16375
1608696000000,2020-12-23 04:00:00,EOS/USDT,2.86090000,2.86090000,2.80540000,2.80740000,1262018.58000000,3575168.95428400,8146
1608692400000,2020-12-23 03:00:00,EOS/USDT,2.84040000,2.87170000,2.83690000,2.86040000,529148.54000000,1509686.38420800,4132
1608688800000,2020-12-23 02:00:00,EOS/USDT,2.84520000,2.85800000,2.82290000,2.84050000,868930.37000000,2466748.65094500,6324
1608685200000,2020-12-23 01:00:00,EOS/USDT,2.90990000,2.91470000,2.84210000,2.84490000,1066657.92000000,3066652.81111600,7776
1608681600000,2020-12-23 00:00:00,EOS/USDT,2.89690000,2.91180000,2.87850000,2.90990000,871714.33000000,2521793.03634500,4497
1608678000000,2020-12-22 23:00:00,EOS/USDT,2.86250000,2.90750000,2.85170000,2.89800000,797376.80000000,2301078.73445700,4212
1608674400000,2020-12-22 22:00:00,EOS/USDT,2.81680000,2.86730000,2.79940000,2.86210000,603003.30000000,1706071.20350700,3746
1608670800000,2020-12-22 21:00:00,EOS/USDT,2.86050000,2.87080000,2.79290000,2.81670000,1712450.13000000,4846255.27846300,9695
1608667200000,2020-12-22 20:00:00,EOS/USDT,2.89240000,2.90670000,2.84560000,2.86020000,790293.20000000,2265861.37301100,4945
1608663600000,2020-12-22 19:00:00,EOS/USDT,2.88710000,2.89630000,2.87360000,2.89170000,393914.22000000,1136513.02902000,2361
1608660000000,2020-12-22 18:00:00,EOS/USDT,2.89240000,2.89760000,2.87720000,2.88720000,329731.62000000,951777.17421600,2495
1608656400000,2020-12-22 17:00:00,EOS/USDT,2.89100000,2.90080000,2.87370000,2.89200000,414569.33000000,1198026.53281000,3196
1608652800000,2020-12-22 16:00:00,EOS/USDT,2.91870000,2.93140000,2.86910000,2.89100000,1364853.16000000,3955602.22688700,8039
1608649200000,2020-12-22 15:00:00,EOS/USDT,2.92410000,2.95390000,2.91190000,2.91880000,838113.84000000,2457414.60386400,5373
1608645600000,2020-12-22 14:00:00,EOS/USDT,2.94200000,2.95240000,2.91610000,2.92240000,903043.68000000,2650334.07538700,5221
1608642000000,2020-12-22 13:00:00,EOS/USDT,2.91840000,2.94560000,2.89480000,2.94180000,923449.08000000,2695244.57354500,5102
1608638400000,2020-12-22 12:00:00,EOS/USDT,2.89110000,2.92980000,2.88590000,2.91880000,934259.04000000,2712944.05214100,6052
1608634800000,2020-12-22 11:00:00,EOS/USDT,2.84940000,2.89980000,2.84940000,2.89100000,1037188.60000000,2985173.98887200,6232
1608631200000,2020-12-22 10:00:00,EOS/USDT,2.85480000,2.86070000,2.83310000,2.84920000,636008.64000000,1810468.09823000,4486
