https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT,tradecount
1607803200000,2020-12-12 20:00:00,ETC/USDT,5.98040000,5.99860000,5.95930000,5.98740000,30993.36000000,185365.00029600,809
1607799600000,2020-12-12 19:00:00,ETC/USDT,5.96590000,5.99180000,5.95750000,5.97540000,63755.25000000,380851.72751300,1637
1607796000000,2020-12-12 18:00:00,ETC/USDT,5.93270000,5.98430000,5.93050000,5.96580000,42233.57000000,251656.30701400,1051
1607792400000,2020-12-12 17:00:00,ETC/USDT,5.90690000,5.93670000,5.87770000,5.93440000,24431.08000000,144255.72341500,705
1607788800000,2020-12-12 16:00:00,ETC/USDT,5.91870000,5.94020000,5.89160000,5.90620000,28747.27000000,170092.56297000,874
1607785200000,2020-12-12 15:00:00,ETC/USDT,5.89120000,5.92330000,5.85880000,5.91790000,52558.43000000,309873.81423800,1148
1607781600000,2020-12-12 14:00:00,ETC/USDT,5.93560000,5.94100000,5.85220000,5.89120000,99892.74000000,588475.18047400,2362
1607778000000,2020-12-12 13:00:00,ETC/USDT,5.94610000,5.95230000,5.92280000,5.93610000,41274.23000000,244985.91095600,898
1607774400000,2020-12-12 12:00:00,ETC/USDT,5.97120000,5.98050000,5.93620000,5.94610000,40241.79000000,239854.40454700,998
1607770800000,2020-12-12 11:00:00,ETC/USDT,5.94980000,5.97700000,5.93950000,5.97110000,34418.29000000,205125.52346600,1002
1607767200000,2020-12-12 10:00:00,ETC/USDT,5.96350000,5.98410000,5.91460000,5.95200000,63011.56000000,374783.23802200,1472
1607763600000,2020-12-12 09:00:00,ETC/USDT,5.98160000,5.99550000,5.95750000,5.96410000,45365.68000000,271216.72605700,974
1607760000000,2020-12-12 08:00:00,ETC/USDT,6.00950000,6.02300000,5.97730000,5.98150000,38580.18000000,231168.55949100,864
1607756400000,2020-12-12 07:00:00,ETC/USDT,5.97700000,6.01850000,5.96770000,6.01560000,57700.17000000,345767.31661400,804
1607752800000,2020-12-12 06:00:00,ETC/USDT,5.98810000,6.00450000,5.95640000,5.97650000,37120.15000000,222081.41062000,818
1607749200000,2020-12-12 05:00:00,ETC/USDT,6.00880000,6.04720000,5.98280000,5.99010000,71567.20000000,430377.39911600,1769
1607745600000,2020-12-12 04:00:00,ETC/USDT,5.98240000,6.01750000,5.97860000,6.00630000,49350.96000000,296191.01238600,1239
1607742000000,2020-12-12 03:00:00,ETC/USDT,5.99070000,5.99430000,5.94870000,5.98480000,113350.31000000,677046.12631900,1631
1607738400000,2020-12-12 02:00:00,ETC/USDT,5.93260000,5.99530000,5.92850000,5.99060000,50241.02000000,299785.66091900,1165
1607734800000,2020-12-12 01:00:00,ETC/USDT,5.94340000,5.95500000,5.92120000,5.93190000,39686.95000000,235614.12995300,1037
1607731200000,2020-12-12 00:00:00,ETC/USDT,5.78990000,5.95000000,5.78110000,5.94350000,93150.03000000,547424.36486000,2024
1607727600000,2020-12-11 23:00:00,ETC/USDT,5.87800000,5.88900000,5.78570000,5.78950000,110429.77000000,644527.08327200,1730
1607724000000,2020-12-11 22:00:00,ETC/USDT,5.88470000,5.91300000,5.85780000,5.87940000,43280.08000000,254907.58265600,806
1607720400000,2020-12-11 21:00:00,ETC/USDT,5.83830000,5.89000000,5.82880000,5.88470000,35267.67000000,206547.81086300,810
1607716800000,2020-12-11 20:00:00,ETC/USDT,5.82300000,5.84830000,5.79440000,5.83670000,43146.31000000,251290.95128300,851
1607713200000,2020-12-11 19:00:00,ETC/USDT,5.86480000,5.89050000,5.80750000,5.81550000,48574.17000000,284364.39968400,1093
1607709600000,2020-12-11 18:00:00,ETC/USDT,5.84710000,5.87750000,5.81660000,5.86430000,35080.56000000,205291.65218500,983
1607706000000,2020-12-11 17:00:00,ETC/USDT,5.86960000,5.87800000,5.83000000,5.84500000,51140.77000000,299137.07628000,1249
1607702400000,2020-12-11 16:00:00,ETC/USDT,5.94800000,5.94990000,5.86320000,5.86790000,81260.23000000,480250.25821200,2031
1607698800000,2020-12-11 15:00:00,ETC/USDT,5.95230000,5.97150000,5.92240000,5.95000000,70641.77000000,420114.24718800,1760
1607695200000,2020-12-11 14:00:00,ETC/USDT,5.88000000,5.96000000,5.86570000,5.95240000,127325.36000000,751052.08967200,2530
1607691600000,2020-12-11 13:00:00,ETC/USDT,5.84550000,5.89560000,5.82930000,5.88390000,79377.11000000,465525.26075700,1717
1607688000000,2020-12-11 12:00:00,ETC/USDT,5.74860000,5.85970000,5.74450000,5.84580000,110134.01000000,640155.39571200,2182
1607684400000,2020-12-11 11:00:00,ETC/USDT,5.79080000,5.79080000,5.70000000,5.75430000,124827.97000000,715530.22138400,2204
1607680800000,2020-12-11 10:00:00,ETC/USDT,5.79370000,5.84990000,5.73900000,5.79090000,77185.75000000,447492.94768700,2107
1607677200000,2020-12-11 09:00:00,ETC/USDT,5.82640000,5.82970000,5.75680000,5.79680000,79223.52000000,458630.33314100,2381
1607673600000,2020-12-11 08:00:00,ETC/USDT,5.76780000,5.89770000,5.76710000,5.82650000,158641.63000000,926004.69940700,3553
1607670000000,2020-12-11 07:00:00,ETC/USDT,5.80670000,5.80850000,5.72340000,5.76810000,85388.51000000,491292.22536500,2032
1607666400000,2020-12-11 06:00:00,ETC/USDT,5.81930000,5.84500000,5.76900000,5.79780000,73874.84000000,428797.08806700,1184
1607662800000,2020-12-11 05:00:00,ETC/USDT,5.80290000,5.83250000,5.78770000,5.81780000,44346.72000000,257664.58561400,785
1607659200000,2020-12-11 04:00:00,ETC/USDT,5.83380000,5.85010000,5.80000000,5.80290000,33959.68000000,197695.87167600,830
1607655600000,2020-12-11 03:00:00,ETC/USDT,5.77370000,5.83880000,5.73480000,5.83260000,97110.89000000,561847.89022100,1589
1607652000000,2020-12-11 02:00:00,ETC/USDT,5.80170000,5.81630000,5.76460000,5.77020000,65373.24000000,378411.84115100,1248
1607648400000,2020-12-11 01:00:00,ETC/USDT,5.79720000,5.83220000,5.73550000,5.80280000,120554.84000000,696640.20989000,2355
1607644800000,2020-12-11 00:00:00,ETC/USDT,5.89620000,5.92400000,5.77660000,5.80320000,138429.70000000,809473.17571300,2727
1607641200000,2020-12-10 23:00:00,ETC/USDT,5.92880000,5.94090000,5.88370000,5.89180000,28190.70000000,166682.67619600,678
1607637600000,2020-12-10 22:00:00,ETC/USDT,5.92840000,5.93260000,5.90630000,5.92890000,11878.64000000,70338.73824100,392
1607634000000,2020-12-10 21:00:00,ETC/USDT,5.92920000,5.94060000,5.91170000,5.92640000,22907.98000000,135717.19650000,537
1607630400000,2020-12-10 20:00:00,ETC/USDT,5.92790000,5.94960000,5.91740000,5.93020000,45770.19000000,271577.36542900,816
1607626800000,2020-12-10 19:00:00,ETC/USDT,5.89770000,5.92750000,5.88020000,5.92730000,37978.60000000,224184.63372100,836
1607623200000,2020-12-10 18:00:00,ETC/USDT,5.89350000,5.90890000,5.88150000,5.89630000,47510.65000000,280267.21719800,672
1607619600000,2020-12-10 17:00:00,ETC/USDT,5.90980000,5.91450000,5.86880000,5.89240000,27489.20000000,161777.84619200,916
1607616000000,2020-12-10 16:00:00,ETC/USDT,5.90500000,5.91990000,5.87190000,5.91010000,58046.53000000,342441.65858000,1271
1607612400000,2020-12-10 15:00:00,ETC/USDT,5.86500000,5.91310000,5.78770000,5.90870000,107251.90000000,626842.24293200,2353
1607608800000,2020-12-10 14:00:00,ETC/USDT,5.92470000,5.93480000,5.84500000,5.86680000,96090.22000000,564414.13654900,1852
1607605200000,2020-12-10 13:00:00,ETC/USDT,5.93270000,5.93320000,5.83060000,5.92590000,132433.22000000,778757.58629400,2355
1607601600000,2020-12-10 12:00:00,ETC/USDT,5.92210000,5.96740000,5.91500000,5.93930000,59982.41000000,356515.34836800,1286
1607598000000,2020-12-10 11:00:00,ETC/USDT,5.92510000,5.97720000,5.88080000,5.92640000,183254.02000000,1084024.50639800,2412
1607594400000,2020-12-10 10:00:00,ETC/USDT,5.96680000,5.99610000,5.91790000,5.92170000,80656.47000000,480435.13540800,1614
1607590800000,2020-12-10 09:00:00,ETC/USDT,6.01900000,6.07130000,5.96510000,5.96940000,106756.33000000,643270.15950800,2343
1607587200000,2020-12-10 08:00:00,ETC/USDT,5.99720000,6.04700000,5.98530000,6.01760000,40643.16000000,244881.28457200,1107
1607583600000,2020-12-10 07:00:00,ETC/USDT,5.97150000,6.00810000,5.96810000,5.99470000,37556.10000000,225267.18848000,842
1607580000000,2020-12-10 06:00:00,ETC/USDT,6.02760000,6.04900000,5.96340000,5.97320000,70645.90000000,423639.89444200,1585
1607576400000,2020-12-10 05:00:00,ETC/USDT,6.05910000,6.06220000,6.01120000,6.02840000,56063.88000000,338490.30854300,1320
1607572800000,2020-12-10 04:00:00,ETC/USDT,6.05700000,6.10960000,6.05250000,6.06190000,46142.75000000,280653.75749900,1232
1607569200000,2020-12-10 03:00:00,ETC/USDT,6.04720000,6.09280000,6.02850000,6.05820000,35127.46000000,212888.38809300,1037
1607565600000,2020-12-10 02:00:00,ETC/USDT,6.05370000,6.08590000,6.02830000,6.04610000,47256.72000000,286548.77672400,1054
1607562000000,2020-12-10 01:00:00,ETC/USDT,6.04530000,6.07560000,6.02570000,6.05300000,52125.23000000,315137.08782300,1256
1607558400000,2020-12-10 00:00:00,ETC/USDT,6.06470000,6.10450000,6.02710000,6.04420000,110311.35000000,668526.38068800,2487
1607554800000,2020-12-09 23:00:00,ETC/USDT,6.09320000,6.10970000,6.06030000,6.06250000,57443.35000000,349477.36482400,1386
1607551200000,2020-12-09 22:00:00,ETC/USDT,6.14430000,6.15070000,6.07840000,6.09440000,39328.92000000,240623.85702500,1270
1607547600000,2020-12-09 21:00:00,ETC/USDT,6.14790000,6.17800000,6.12910000,6.14360000,50617.46000000,311680.05088100,1126
1607544000000,2020-12-09 20:00:00,ETC/USDT,6.11520000,6.17990000,6.11240000,6.15200000,66252.74000000,406903.19845700,1383
1607540400000,2020-12-09 19:00:00,ETC/USDT,6.11500000,6.13890000,6.10420000,6.11650000,33386.50000000,204265.99914000,617
1607536800000,2020-12-09 18:00:00,ETC/USDT,6.13960000,6.16500000,6.10020000,6.10970000,60051.81000000,368350.92427300,1187
1607533200000,2020-12-09 17:00:00,ETC/USDT,6.17710000,6.20350000,6.11100000,6.13580000,173874.35000000,1071627.68237600,3091
1607529600000,2020-12-09 16:00:00,ETC/USDT,6.03200000,6.20140000,5.97900000,6.17790000,405732.54000000,2483593.31059300,7477
1607526000000,2020-12-09 15:00:00,ETC/USDT,6.08430000,6.09380000,5.99060000,6.03150000,140066.53000000,844350.50047400,2754
1607522400000,2020-12-09 14:00:00,ETC/USDT,6.08870000,6.11120000,6.05280000,6.08320000,116794.96000000,710377.97937300,2496
1607518800000,2020-12-09 13:00:00,ETC/USDT,5.97940000,6.09500000,5.94090000,6.08440000,129686.43000000,780779.56743400,2844
1607515200000,2020-12-09 12:00:00,ETC/USDT,5.98240000,6.04900000,5.95730000,5.98060000,184436.66000000,1106868.70914700,3177
1607511600000,2020-12-09 11:00:00,ETC/USDT,6.00420000,6.01350000,5.94000000,5.98060000,148378.70000000,887773.76550300,2582
1607508000000,2020-12-09 10:00:00,ETC/USDT,5.99780000,6.10150000,5.91310000,6.00310000,486266.95000000,2923987.90245300,7805
1607504400000,2020-12-09 09:00:00,ETC/USDT,5.73650000,5.99940000,5.69470000,5.99860000,325801.22000000,1910656.43292200,5710
1607500800000,2020-12-09 08:00:00,ETC/USDT,5.69710000,5.78010000,5.60520000,5.73450000,277070.67000000,1577248.74374700,5332
1607497200000,2020-12-09 07:00:00,ETC/USDT,5.79180000,5.80870000,5.67860000,5.69960000,108374.76000000,621675.84985800,1960
1607493600000,2020-12-09 06:00:00,ETC/USDT,5.72810000,5.79410000,5.72810000,5.78830000,35341.39000000,203836.91088100,703
1607490000000,2020-12-09 05:00:00,ETC/USDT,5.72610000,5.74810000,5.70010000,5.72500000,47501.34000000,271944.98384700,701
1607486400000,2020-12-09 04:00:00,ETC/USDT,5.76530000,5.77340000,5.71440000,5.72670000,39036.59000000,224208.07911700,798
1607482800000,2020-12-09 03:00:00,ETC/USDT,5.71790000,5.76720000,5.70550000,5.76560000,35848.58000000,205732.64979200,670
1607479200000,2020-12-09 02:00:00,ETC/USDT,5.67960000,5.73450000,5.66000000,5.71670000,36553.97000000,208117.82715100,866
1607475600000,2020-12-09 01:00:00,ETC/USDT,5.72080000,5.75970000,5.65100000,5.67980000,115364.12000000,658574.32828400,2110
1607472000000,2020-12-09 00:00:00,ETC/USDT,5.76910000,5.81480000,5.71870000,5.72060000,104198.27000000,602430.29846200,1799
1607468400000,2020-12-08 23:00:00,ETC/USDT,5.72000000,5.80910000,5.68430000,5.77070000,203459.75000000,1169981.12671000,3551
1607464800000,2020-12-08 22:00:00,ETC/USDT,5.83610000,5.85800000,5.72000000,5.72000000,72760.95000000,421337.32289200,1470
1607461200000,2020-12-08 21:00:00,ETC/USDT,5.79420000,5.84220000,5.77010000,5.83620000,55796.38000000,324343.21601200,1188
1607457600000,2020-12-08 20:00:00,ETC/USDT,5.85010000,5.86300000,5.77280000,5.79570000,89230.94000000,518593.67435400,2219
1607454000000,2020-12-08 19:00:00,ETC/USDT,5.86830000,5.90500000,5.85000000,5.85190000,28040.88000000,164662.17886600,644
1607450400000,2020-12-08 18:00:00,ETC/USDT,5.89840000,5.89980000,5.86750000,5.86780000,16539.30000000,97241.10392800,415
1607446800000,2020-12-08 17:00:00,ETC/USDT,5.85080000,5.90710000,5.84840000,5.90490000,26538.09000000,156064.16314700,619
1607443200000,2020-12-08 16:00:00,ETC/USDT,5.84530000,5.90760000,5.81040000,5.85080000,105171.60000000,616333.98932600,2235
1607439600000,2020-12-08 15:00:00,ETC/USDT,5.89680000,5.91220000,5.84240000,5.84460000,56380.45000000,330853.53687900,1381
1607436000000,2020-12-08 14:00:00,ETC/USDT,5.93380000,5.93640000,5.89040000,5.89260000,50719.10000000,299933.05226300,874
1607432400000,2020-12-08 13:00:00,ETC/USDT,5.85380000,5.93330000,5.85380000,5.93330000,42719.56000000,252283.75604600,1126
1607428800000,2020-12-08 12:00:00,ETC/USDT,5.90860000,5.93720000,5.81630000,5.85340000,126944.01000000,744827.58629900,2686
1607425200000,2020-12-08 11:00:00,ETC/USDT,5.95910000,5.95940000,5.90410000,5.91170000,59625.15000000,353576.73580800,1407
1607421600000,2020-12-08 10:00:00,ETC/USDT,5.90240000,5.96340000,5.88310000,5.95860000,116432.23000000,692179.54643100,1890
1607418000000,2020-12-08 09:00:00,ETC/USDT,6.01550000,6.02980000,5.89130000,5.90780000,174617.44000000,1038085.67429300,3164
1607414400000,2020-12-08 08:00:00,ETC/USDT,6.05170000,6.05980000,5.98340000,6.01370000,154915.70000000,932513.72424400,2582
1607410800000,2020-12-08 07:00:00,ETC/USDT,6.09170000,6.09790000,6.05200000,6.05230000,78064.32000000,474071.78301300,1625
1607407200000,2020-12-08 06:00:00,ETC/USDT,6.11620000,6.12330000,6.08130000,6.09160000,31467.45000000,191940.76533100,657
1607403600000,2020-12-08 05:00:00,ETC/USDT,6.09860000,6.11890000,6.09450000,6.11610000,30700.46000000,187384.81517600,451
1607400000000,2020-12-08 04:00:00,ETC/USDT,6.10950000,6.12340000,6.09320000,6.09790000,21184.85000000,129372.10144100,514
1607396400000,2020-12-08 03:00:00,ETC/USDT,6.10830000,6.12190000,6.09860000,6.10870000,24281.42000000,148297.80845600,540
1607392800000,2020-12-08 02:00:00,ETC/USDT,6.12740000,6.13270000,6.10350000,6.10530000,14645.96000000,89599.67403300,351
1607389200000,2020-12-08 01:00:00,ETC/USDT,6.12690000,6.13600000,6.10620000,6.12750000,25228.42000000,154412.27280700,650
1607385600000,2020-12-08 00:00:00,ETC/USDT,6.15440000,6.15960000,6.11420000,6.12550000,61138.36000000,374620.74595400,796
1607382000000,2020-12-07 23:00:00,ETC/USDT,6.12640000,6.16860000,6.10500000,6.15250000,61064.78000000,374879.90404200,1533
1607378400000,2020-12-07 22:00:00,ETC/USDT,6.12550000,6.13900000,6.12030000,6.12720000,16893.29000000,103559.70316300,510
1607374800000,2020-12-07 21:00:00,ETC/USDT,6.10960000,6.13720000,6.09810000,6.12900000,12308.92000000,75326.96529500,403
1607371200000,2020-12-07 20:00:00,ETC/USDT,6.09880000,6.11620000,6.07150000,6.10930000,19967.26000000,121728.17475000,674
1607367600000,2020-12-07 19:00:00,ETC/USDT,6.09070000,6.11330000,6.07370000,6.09870000,45946.14000000,280000.03366100,867
1607364000000,2020-12-07 18:00:00,ETC/USDT,6.17850000,6.18190000,6.07330000,6.09080000,129880.27000000,796115.90794600,1957
1607360400000,2020-12-07 17:00:00,ETC/USDT,6.18380000,6.19500000,6.17830000,6.17960000,42826.93000000,264674.04677700,659
1607356800000,2020-12-07 16:00:00,ETC/USDT,6.18330000,6.21000000,6.18050000,6.18100000,63326.41000000,392335.19808800,1456
1607353200000,2020-12-07 15:00:00,ETC/USDT,6.18000000,6.21000000,6.17830000,6.18290000,92985.52000000,575441.69543800,1332
1607349600000,2020-12-07 14:00:00,ETC/USDT,6.15460000,6.18660000,6.14430000,6.17940000,175482.95000000,1080298.66164400,1918
1607346000000,2020-12-07 13:00:00,ETC/USDT,6.15080000,6.16550000,6.13700000,6.15750000,76140.84000000,468144.16318200,916
1607342400000,2020-12-07 12:00:00,ETC/USDT,6.09150000,6.15210000,6.08000000,6.14970000,47950.55000000,293485.19369100,1096
1607338800000,2020-12-07 11:00:00,ETC/USDT,6.10280000,6.12820000,6.08060000,6.09060000,35407.44000000,216179.61311400,1079
1607335200000,2020-12-07 10:00:00,ETC/USDT,6.12560000,6.12700000,6.09520000,6.10880000,45965.24000000,280787.39485900,1012
1607331600000,2020-12-07 09:00:00,ETC/USDT,6.14070000,6.14510000,6.11020000,6.12610000,56677.52000000,347286.25421700,1240
1607328000000,2020-12-07 08:00:00,ETC/USDT,6.20160000,6.20940000,6.13180000,6.14170000,61984.12000000,381759.72760400,1336
1607324400000,2020-12-07 07:00:00,ETC/USDT,6.17180000,6.20690000,6.16940000,6.20160000,76590.20000000,474118.31941000,1127
1607320800000,2020-12-07 06:00:00,ETC/USDT,6.13830000,6.17180000,6.13420000,6.16850000,29053.86000000,178799.45458100,534
1607317200000,2020-12-07 05:00:00,ETC/USDT,6.14380000,6.16710000,6.12760000,6.13420000,42889.76000000,263537.38701300,991
1607313600000,2020-12-07 04:00:00,ETC/USDT,6.11840000,6.16880000,6.10020000,6.14370000,47642.74000000,291911.77671600,1114
1607310000000,2020-12-07 03:00:00,ETC/USDT,6.11050000,6.12780000,6.10320000,6.11900000,8649.38000000,52889.72981300,237
1607306400000,2020-12-07 02:00:00,ETC/USDT,6.13310000,6.13730000,6.10360000,6.10840000,12861.88000000,78658.16742100,310
1607302800000,2020-12-07 01:00:00,ETC/USDT,6.15820000,6.16220000,6.11000000,6.12990000,36825.14000000,225929.34386200,729
1607299200000,2020-12-07 00:00:00,ETC/USDT,6.17370000,6.17910000,6.14390000,6.15240000,19101.36000000,117651.90667400,444
1607295600000,2020-12-06 23:00:00,ETC/USDT,6.10860000,6.17700000,6.10860000,6.17080000,63247.82000000,389427.76489500,1203
1607292000000,2020-12-06 22:00:00,ETC/USDT,6.13000000,6.13570000,6.08200000,6.11080000,24056.98000000,147141.02855800,560
1607288400000,2020-12-06 21:00:00,ETC/USDT,6.10450000,6.13130000,6.08490000,6.13090000,20115.00000000,122867.23410100,455
1607284800000,2020-12-06 20:00:00,ETC/USDT,6.10550000,6.11880000,6.10090000,6.10890000,21194.26000000,129483.93851300,377
1607281200000,2020-12-06 19:00:00,ETC/USDT,6.09870000,6.11110000,6.07000000,6.10600000,24992.55000000,152331.18468500,571
1607277600000,2020-12-06 18:00:00,ETC/USDT,6.10750000,6.12370000,6.08220000,6.10000000,18687.86000000,114083.57324700,572
1607274000000,2020-12-06 17:00:00,ETC/USDT,6.11450000,6.13040000,6.09310000,6.10810000,49124.71000000,300269.87483300,570
1607270400000,2020-12-06 16:00:00,ETC/USDT,6.11970000,6.14300000,6.07120000,6.11450000,77538.08000000,473186.64996400,1332
1607266800000,2020-12-06 15:00:00,ETC/USDT,6.10690000,6.12520000,6.09690000,6.11840000,21837.06000000,133470.14889300,618
1607263200000,2020-12-06 14:00:00,ETC/USDT,6.06670000,6.11140000,6.06160000,6.10810000,57322.39000000,348792.78358800,1037
1607259600000,2020-12-06 13:00:00,ETC/USDT,6.06510000,6.08700000,6.02370000,6.06710000,100182.10000000,606442.03764500,1844
1607256000000,2020-12-06 12:00:00,ETC/USDT,6.15070000,6.16880000,6.04450000,6.06160000,102468.57000000,624885.06681700,1840
1607252400000,2020-12-06 11:00:00,ETC/USDT,6.15160000,6.16080000,6.11160000,6.14880000,37558.37000000,230190.75748600,722
1607248800000,2020-12-06 10:00:00,ETC/USDT,6.16380000,6.17520000,6.13430000,6.14870000,38710.94000000,238245.01772900,811
1607245200000,2020-12-06 09:00:00,ETC/USDT,6.16780000,6.19460000,6.11730000,6.16190000,63982.28000000,393990.29652900,1361
1607241600000,2020-12-06 08:00:00,ETC/USDT,6.22460000,6.23360000,6.14680000,6.16960000,83077.95000000,513625.02752000,1516
1607238000000,2020-12-06 07:00:00,ETC/USDT,6.18300000,6.23730000,6.17940000,6.22480000,33276.31000000,206968.85157900,635
1607234400000,2020-12-06 06:00:00,ETC/USDT,6.15140000,6.19470000,6.14960000,6.18290000,42081.91000000,259840.75591200,416
1607230800000,2020-12-06 05:00:00,ETC/USDT,6.16410000,6.18510000,6.14160000,6.15380000,39662.17000000,244536.24127400,745
1607227200000,2020-12-06 04:00:00,ETC/USDT,6.16410000,6.17820000,6.13550000,6.16490000,49871.07000000,307071.52338700,803
1607223600000,2020-12-06 03:00:00,ETC/USDT,6.17110000,6.19340000,6.14900000,6.16490000,65285.30000000,402650.75147500,963
1607220000000,2020-12-06 02:00:00,ETC/USDT,6.21230000,6.21290000,6.16790000,6.17110000,41394.35000000,256236.64620400,740
1607216400000,2020-12-06 01:00:00,ETC/USDT,6.24660000,6.25640000,6.20810000,6.21720000,93421.74000000,582716.10848800,1659
1607212800000,2020-12-06 00:00:00,ETC/USDT,6.19470000,6.25300000,6.18290000,6.24430000,130647.09000000,812062.58338300,1907
1607209200000,2020-12-05 23:00:00,ETC/USDT,6.15360000,6.19820000,6.13660000,6.19220000,22684.77000000,139951.43431700,560
1607205600000,2020-12-05 22:00:00,ETC/USDT,6.13540000,6.15170000,6.11520000,6.15170000,21652.25000000,132736.74906500,760
1607202000000,2020-12-05 21:00:00,ETC/USDT,6.13970000,6.19000000,6.13150000,6.13410000,38566.37000000,237637.48509900,969
1607198400000,2020-12-05 20:00:00,ETC/USDT,6.15540000,6.16560000,6.11650000,6.13890000,34272.53000000,210532.44023100,838
1607194800000,2020-12-05 19:00:00,ETC/USDT,6.13530000,6.16110000,6.13240000,6.15780000,26928.14000000,165537.66759600,541
1607191200000,2020-12-05 18:00:00,ETC/USDT,6.15480000,6.16190000,6.12860000,6.13680000,34440.63000000,211595.10545400,773
1607187600000,2020-12-05 17:00:00,ETC/USDT,6.12930000,6.15610000,6.09680000,6.15500000,42948.37000000,262967.47253500,985
1607184000000,2020-12-05 16:00:00,ETC/USDT,6.14600000,6.18310000,6.11580000,6.12860000,161879.22000000,993470.39149300,2052
1607180400000,2020-12-05 15:00:00,ETC/USDT,6.14140000,6.16230000,6.13050000,6.14840000,48450.09000000,297836.47217600,917
1607176800000,2020-12-05 14:00:00,ETC/USDT,6.10530000,6.14910000,6.09970000,6.13870000,64235.07000000,393528.38977500,1121
1607173200000,2020-12-05 13:00:00,ETC/USDT,6.12420000,6.12880000,6.03900000,6.10540000,80699.65000000,491174.38501300,1534
1607169600000,2020-12-05 12:00:00,ETC/USDT,6.09300000,6.13000000,6.08400000,6.12470000,62099.57000000,379302.85266600,1216
1607166000000,2020-12-05 11:00:00,ETC/USDT,6.15150000,6.16040000,6.07900000,6.09390000,215563.30000000,1314734.86615100,2153
1607162400000,2020-12-05 10:00:00,ETC/USDT,6.16590000,6.17450000,6.12550000,6.14980000,47502.78000000,292013.56317400,995
1607158800000,2020-12-05 09:00:00,ETC/USDT,6.16850000,6.17170000,6.11650000,6.16050000,81373.51000000,499864.46860700,1587
1607155200000,2020-12-05 08:00:00,ETC/USDT,6.04690000,6.16870000,6.04660000,6.16730000,171110.64000000,1046761.35255700,3265
1607151600000,2020-12-05 07:00:00,ETC/USDT,6.09790000,6.10490000,6.03800000,6.04610000,82285.15000000,498643.73524400,1407
1607148000000,2020-12-05 06:00:00,ETC/USDT,6.08500000,6.11620000,6.06860000,6.09660000,71455.98000000,435222.44715000,1692
1607144400000,2020-12-05 05:00:00,ETC/USDT,6.05870000,6.09730000,6.03450000,6.08340000,156107.38000000,945602.52823100,2503
1607140800000,2020-12-05 04:00:00,ETC/USDT,6.03810000,6.07490000,5.99990000,6.05470000,176661.81000000,1065293.54394100,2866
1607137200000,2020-12-05 03:00:00,ETC/USDT,6.04810000,6.08790000,6.00000000,6.03450000,152885.23000000,923760.71272700,1825
1607133600000,2020-12-05 02:00:00,ETC/USDT,5.96900000,6.08190000,5.96830000,6.04820000,57116.01000000,344852.46075000,1049
1607130000000,2020-12-05 01:00:00,ETC/USDT,6.04400000,6.07230000,5.96780000,5.97210000,80019.94000000,482419.79334700,1551
1607126400000,2020-12-05 00:00:00,ETC/USDT,5.95150000,6.06770000,5.89490000,6.04400000,154956.96000000,925405.83940900,2645
1607122800000,2020-12-04 23:00:00,ETC/USDT,5.91180000,6.06290000,5.90790000,5.95150000,217041.76000000,1300328.86782300,3051
1607119200000,2020-12-04 22:00:00,ETC/USDT,6.10480000,6.12370000,5.87890000,5.90960000,189375.65000000,1139565.26527400,4052
1607115600000,2020-12-04 21:00:00,ETC/USDT,6.21810000,6.22190000,6.07440000,6.10860000,102263.62000000,627771.78215300,1879
1607112000000,2020-12-04 20:00:00,ETC/USDT,6.23180000,6.23180000,6.18200000,6.21990000,74430.16000000,462174.81939600,1120
1607108400000,2020-12-04 19:00:00,ETC/USDT,6.26700000,6.26730000,6.22010000,6.23000000,61299.81000000,382660.77397300,1009
1607104800000,2020-12-04 18:00:00,ETC/USDT,6.24900000,6.28420000,6.23150000,6.26690000,24721.01000000,154773.88058100,553
1607101200000,2020-12-04 17:00:00,ETC/USDT,6.25350000,6.27460000,6.23140000,6.25580000,33607.80000000,210078.85268200,635
1607097600000,2020-12-04 16:00:00,ETC/USDT,6.23600000,6.25710000,6.13980000,6.25440000,150851.61000000,935843.41462400,2532
1607094000000,2020-12-04 15:00:00,ETC/USDT,6.30000000,6.31690000,6.23650000,6.23650000,137545.09000000,863011.49379000,1535
1607090400000,2020-12-04 14:00:00,ETC/USDT,6.30360000,6.32420000,6.24930000,6.30000000,87342.91000000,549942.80448300,1225
1607086800000,2020-12-04 13:00:00,ETC/USDT,6.30770000,6.32010000,6.26340000,6.30340000,63243.62000000,398368.55921100,1045
1607083200000,2020-12-04 12:00:00,ETC/USDT,6.23280000,6.31260000,6.20000000,6.31210000,190597.40000000,1192765.41223500,2934
1607079600000,2020-12-04 11:00:00,ETC/USDT,6.28320000,6.35250000,6.21290000,6.23180000,188568.72000000,1187278.05427200,2604
1607076000000,2020-12-04 10:00:00,ETC/USDT,6.45870000,6.45940000,6.16240000,6.28510000,468543.02000000,2945996.05340500,7679
1607072400000,2020-12-04 09:00:00,ETC/USDT,6.50910000,6.55000000,6.43910000,6.45870000,147989.84000000,959361.71889900,3271
1607068800000,2020-12-04 08:00:00,ETC/USDT,6.33660000,6.54270000,6.33340000,6.50860000,212031.28000000,1370943.89466000,5096
