https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume USDT,tradecount
1603155600000,2020-10-20 01:00:00,ETC/USDT,5.22070000,5.23050000,5.21690000,5.22020000,12873.98000000,67244.95439300,315
1603152000000,2020-10-20 00:00:00,ETC/USDT,5.21040000,5.22130000,5.20310000,5.22120000,12420.68000000,64744.53631100,446
1603148400000,2020-10-19 23:00:00,ETC/USDT,5.19730000,5.21560000,5.19320000,5.20860000,13681.49000000,71243.18767700,380
1603144800000,2020-10-19 22:00:00,ETC/USDT,5.19970000,5.20250000,5.18570000,5.19610000,27154.06000000,141088.59078100,558
1603141200000,2020-10-19 21:00:00,ETC/USDT,5.20390000,5.20430000,5.19650000,5.19940000,8174.42000000,42509.44805100,160
1603137600000,2020-10-19 20:00:00,ETC/USDT,5.22830000,5.22830000,5.18590000,5.20310000,34893.66000000,181349.41596700,783
1603134000000,2020-10-19 19:00:00,ETC/USDT,5.23510000,5.23790000,5.21590000,5.22760000,26851.36000000,140309.86920100,642
1603130400000,2020-10-19 18:00:00,ETC/USDT,5.25870000,5.26350000,5.23190000,5.23360000,20764.46000000,108933.13718000,502
1603126800000,2020-10-19 17:00:00,ETC/USDT,5.26490000,5.27670000,5.25750000,5.25750000,12774.74000000,67299.50500200,420
1603123200000,2020-10-19 16:00:00,ETC/USDT,5.27690000,5.29240000,5.25650000,5.26440000,61746.49000000,325697.22283900,2143
1603119600000,2020-10-19 15:00:00,ETC/USDT,5.25770000,5.28990000,5.24890000,5.27700000,114867.52000000,605037.29085200,4193
1603116000000,2020-10-19 14:00:00,ETC/USDT,5.23780000,5.27410000,5.22690000,5.25770000,132853.22000000,699016.30613100,3955
1603112400000,2020-10-19 13:00:00,ETC/USDT,5.20370000,5.24430000,5.20370000,5.23790000,49556.01000000,259221.69077500,1166
1603108800000,2020-10-19 12:00:00,ETC/USDT,5.20330000,5.21840000,5.20020000,5.20240000,18491.59000000,96299.35960700,626
1603105200000,2020-10-19 11:00:00,ETC/USDT,5.20830000,5.22230000,5.20250000,5.20350000,14998.73000000,78145.26828000,480
1603101600000,2020-10-19 10:00:00,ETC/USDT,5.21470000,5.22440000,5.20240000,5.20730000,13164.11000000,68622.46543600,417
1603098000000,2020-10-19 09:00:00,ETC/USDT,5.19410000,5.21510000,5.19060000,5.21510000,25882.23000000,134693.41256900,602
1603094400000,2020-10-19 08:00:00,ETC/USDT,5.19060000,5.19370000,5.18060000,5.19290000,20595.04000000,106852.40946400,592
1603090800000,2020-10-19 07:00:00,ETC/USDT,5.19600000,5.20380000,5.18710000,5.18990000,9546.32000000,49594.03116200,433
1603087200000,2020-10-19 06:00:00,ETC/USDT,5.17340000,5.20400000,5.16470000,5.19860000,14593.46000000,75625.13206300,383
1603083600000,2020-10-19 05:00:00,ETC/USDT,5.17690000,5.18020000,5.16880000,5.17530000,15750.43000000,81487.58460200,350
1603080000000,2020-10-19 04:00:00,ETC/USDT,5.16110000,5.18030000,5.16110000,5.17770000,13613.89000000,70406.02414400,430
1603076400000,2020-10-19 03:00:00,ETC/USDT,5.18210000,5.18380000,5.15760000,5.16370000,14629.56000000,75605.82477700,529
1603072800000,2020-10-19 02:00:00,ETC/USDT,5.17660000,5.18940000,5.16070000,5.18110000,13879.33000000,71817.92359700,441
1603069200000,2020-10-19 01:00:00,ETC/USDT,5.21100000,5.21270000,5.16690000,5.17760000,32790.56000000,169949.76861900,855
1603065600000,2020-10-19 00:00:00,ETC/USDT,5.22660000,5.23640000,5.20400000,5.21430000,25218.69000000,131643.68205000,702
1603062000000,2020-10-18 23:00:00,ETC/USDT,5.21830000,5.23550000,5.21420000,5.22820000,17058.28000000,89177.98172200,435
1603058400000,2020-10-18 22:00:00,ETC/USDT,5.23190000,5.23190000,5.22150000,5.22150000,4885.07000000,25532.71222100,229
1603054800000,2020-10-18 21:00:00,ETC/USDT,5.22790000,5.23320000,5.21680000,5.23220000,6521.58000000,34082.12051600,205
1603051200000,2020-10-18 20:00:00,ETC/USDT,5.22030000,5.22960000,5.21430000,5.22580000,3594.87000000,18774.67759000,128
1603047600000,2020-10-18 19:00:00,ETC/USDT,5.22200000,5.23410000,5.21880000,5.22110000,5972.26000000,31203.29766600,147
1603044000000,2020-10-18 18:00:00,ETC/USDT,5.23940000,5.23940000,5.22460000,5.22740000,4535.79000000,23738.85431100,119
1603040400000,2020-10-18 17:00:00,ETC/USDT,5.24430000,5.24560000,5.23140000,5.23890000,7731.74000000,40507.93030100,189
1603036800000,2020-10-18 16:00:00,ETC/USDT,5.23700000,5.25540000,5.22050000,5.24410000,15856.81000000,83038.10739400,397
1603033200000,2020-10-18 15:00:00,ETC/USDT,5.23380000,5.23900000,5.21610000,5.23600000,11395.41000000,59590.92749300,331
1603029600000,2020-10-18 14:00:00,ETC/USDT,5.22470000,5.25990000,5.22010000,5.23350000,23327.81000000,122162.46498300,638
1603026000000,2020-10-18 13:00:00,ETC/USDT,5.23170000,5.24020000,5.21390000,5.22330000,18597.28000000,97191.90279700,390
1603022400000,2020-10-18 12:00:00,ETC/USDT,5.23350000,5.24890000,5.22690000,5.23010000,25412.47000000,133116.99726600,528
1603018800000,2020-10-18 11:00:00,ETC/USDT,5.24100000,5.24390000,5.22860000,5.23360000,10268.41000000,53760.63127600,263
1603015200000,2020-10-18 10:00:00,ETC/USDT,5.21000000,5.24420000,5.20590000,5.24100000,17900.26000000,93646.48026800,716
1603011600000,2020-10-18 09:00:00,ETC/USDT,5.22320000,5.22660000,5.21140000,5.21140000,6213.91000000,32429.38035900,195
1603008000000,2020-10-18 08:00:00,ETC/USDT,5.22980000,5.24380000,5.21360000,5.22290000,16376.43000000,85533.61646200,463
1603004400000,2020-10-18 07:00:00,ETC/USDT,5.23050000,5.23580000,5.21600000,5.22980000,12958.43000000,67713.66837200,482
1603000800000,2020-10-18 06:00:00,ETC/USDT,5.22700000,5.24950000,5.21310000,5.23010000,39478.58000000,206401.30297700,925
1602997200000,2020-10-18 05:00:00,ETC/USDT,5.21810000,5.22750000,5.21740000,5.22670000,8089.89000000,42253.23304700,259
1602993600000,2020-10-18 04:00:00,ETC/USDT,5.22300000,5.22990000,5.20470000,5.21810000,38526.48000000,200857.87224200,1177
1602990000000,2020-10-18 03:00:00,ETC/USDT,5.22430000,5.22990000,5.21610000,5.22430000,5877.04000000,30705.10008800,224
1602986400000,2020-10-18 02:00:00,ETC/USDT,5.23000000,5.23000000,5.21910000,5.22410000,7183.30000000,37533.63192500,357
1602982800000,2020-10-18 01:00:00,ETC/USDT,5.19230000,5.23000000,5.17940000,5.22950000,114139.00000000,592641.37474200,2219
1602979200000,2020-10-18 00:00:00,ETC/USDT,5.19250000,5.21000000,5.17730000,5.19230000,26652.53000000,138387.84853900,946
1602975600000,2020-10-17 23:00:00,ETC/USDT,5.19360000,5.20630000,5.18060000,5.19380000,17495.83000000,90839.16863500,591
1602972000000,2020-10-17 22:00:00,ETC/USDT,5.20010000,5.20200000,5.18760000,5.19410000,30077.69000000,156245.28036200,1235
1602968400000,2020-10-17 21:00:00,ETC/USDT,5.19630000,5.22280000,5.19540000,5.19930000,55892.27000000,291364.63621400,1838
1602964800000,2020-10-17 20:00:00,ETC/USDT,5.18840000,5.19780000,5.17890000,5.19590000,9485.63000000,49218.61608700,198
1602961200000,2020-10-17 19:00:00,ETC/USDT,5.20000000,5.20840000,5.18750000,5.18900000,13114.07000000,68147.99991600,300
1602957600000,2020-10-17 18:00:00,ETC/USDT,5.18170000,5.19870000,5.17640000,5.19870000,7825.52000000,40563.01829100,199
1602954000000,2020-10-17 17:00:00,ETC/USDT,5.16040000,5.18470000,5.15050000,5.18290000,29390.97000000,151828.67522000,463
1602950400000,2020-10-17 16:00:00,ETC/USDT,5.19070000,5.19450000,5.14760000,5.15910000,35297.89000000,182662.82165700,816
1602946800000,2020-10-17 15:00:00,ETC/USDT,5.21000000,5.22280000,5.18470000,5.19230000,55581.31000000,289553.08462000,571
1602943200000,2020-10-17 14:00:00,ETC/USDT,5.20700000,5.21830000,5.16660000,5.20900000,27922.47000000,145054.43671700,607
1602939600000,2020-10-17 13:00:00,ETC/USDT,5.20760000,5.21370000,5.19090000,5.20700000,22298.98000000,116097.72492400,500
1602936000000,2020-10-17 12:00:00,ETC/USDT,5.22150000,5.22150000,5.19360000,5.20660000,15534.71000000,80841.10269400,369
1602932400000,2020-10-17 11:00:00,ETC/USDT,5.23680000,5.24410000,5.21430000,5.22060000,29156.84000000,152486.23312900,369
1602928800000,2020-10-17 10:00:00,ETC/USDT,5.23180000,5.23770000,5.22470000,5.23690000,8526.23000000,44617.11550700,225
1602925200000,2020-10-17 09:00:00,ETC/USDT,5.22020000,5.24140000,5.21600000,5.23340000,13866.31000000,72525.74847700,376
1602921600000,2020-10-17 08:00:00,ETC/USDT,5.21780000,5.25910000,5.21600000,5.22040000,65685.28000000,343932.80874500,1792
1602918000000,2020-10-17 07:00:00,ETC/USDT,5.20870000,5.24120000,5.20840000,5.21930000,52801.39000000,275920.99801500,1744
1602914400000,2020-10-17 06:00:00,ETC/USDT,5.21480000,5.22820000,5.20110000,5.20870000,71059.49000000,370431.63528800,2759
1602910800000,2020-10-17 05:00:00,ETC/USDT,5.21510000,5.21960000,5.19390000,5.21530000,40037.50000000,208607.30575700,1419
1602907200000,2020-10-17 04:00:00,ETC/USDT,5.22000000,5.22000000,5.20470000,5.21340000,37291.73000000,194428.50957200,748
1602903600000,2020-10-17 03:00:00,ETC/USDT,5.20610000,5.22000000,5.19680000,5.22000000,25931.48000000,135215.38669200,919
1602900000000,2020-10-17 02:00:00,ETC/USDT,5.20740000,5.21860000,5.20000000,5.20600000,44739.41000000,232991.53064200,1407
1602896400000,2020-10-17 01:00:00,ETC/USDT,5.16350000,5.22420000,5.16150000,5.20740000,100893.02000000,525333.04558600,1530
1602892800000,2020-10-17 00:00:00,ETC/USDT,5.17470000,5.17470000,5.14170000,5.16170000,26601.91000000,137274.94502300,701
1602889200000,2020-10-16 23:00:00,ETC/USDT,5.16820000,5.18490000,5.16030000,5.17370000,19753.26000000,102195.40466600,497
1602885600000,2020-10-16 22:00:00,ETC/USDT,5.16410000,5.17590000,5.16040000,5.16870000,16036.18000000,82879.37937200,380
1602882000000,2020-10-16 21:00:00,ETC/USDT,5.14800000,5.16430000,5.14580000,5.16260000,4578.56000000,23588.79493700,200
1602878400000,2020-10-16 20:00:00,ETC/USDT,5.14040000,5.14830000,5.13220000,5.14830000,8895.90000000,45726.23303900,432
